latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.949112,-77.045685,87.0,-18000,America/New_York,GMT-5

time,precipitation_sum (mm),precipitation_hours (h),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%)
2022-02-12,0.00,0.0,0.00,0.00,0.00,14.2,8.0,54,36,44
2022-02-13,5.90,9.0,3.20,0.00,1.89,5.9,-2.5,94,59,80
2022-02-14,0.00,0.0,0.00,0.00,0.00,-1.5,-5.3,74,38,54
2022-02-15,0.00,0.0,0.00,0.00,0.00,3.4,-7.8,69,36,55
2022-02-16,0.00,0.0,0.00,0.00,0.00,11.3,-3.1,88,44,65
2022-02-17,0.00,0.0,0.00,0.00,0.00,19.1,7.4,77,52,65
2022-02-18,4.30,1.0,4.30,0.00,0.00,18.4,-1.0,84,42,58
2022-02-19,0.00,0.0,0.00,0.00,0.00,7.7,-4.6,77,29,51
2022-02-20,0.00,0.0,0.00,0.00,0.00,5.4,-8.2,62,30,43
2022-02-21,0.00,0.0,0.00,0.00,0.00,18.6,-1.4,66,19,41
2022-02-22,1.10,1.0,1.10,0.00,0.00,18.7,5.6,95,63,80
2022-02-23,0.00,0.0,0.00,0.00,0.00,22.8,5.2,79,36,63
2022-02-24,3.10,6.0,2.80,0.00,0.21,4.6,-0.8,100,54,79
2022-02-25,3.30,3.0,3.00,0.00,0.21,12.4,-0.4,100,43,80
2022-02-26,0.00,0.0,0.00,0.00,0.00,5.3,-0.5,65,46,56
2022-02-27,0.00,0.0,0.00,0.00,0.00,12.3,0.2,73,18,42
2022-02-28,0.00,0.0,0.00,0.00,0.00,9.3,0.9,76,29,45
2022-03-01,0.00,0.0,0.00,0.00,0.00,11.3,-1.0,88,39,67
2022-03-02,0.00,0.0,0.00,0.00,0.00,16.4,3.7,80,41,58
2022-03-03,0.00,0.0,0.00,0.00,0.00,12.1,1.0,71,23,46
2022-03-04,0.00,0.0,0.00,0.00,0.00,7.4,-2.9,58,31,43
2022-03-05,0.00,0.0,0.00,0.00,0.00,15.3,-0.1,87,46,65
2022-03-06,0.00,0.0,0.00,0.00,0.00,25.2,7.8,86,47,67
2022-03-07,9.40,3.0,9.40,0.00,0.00,24.9,12.4,75,46,60
2022-03-08,0.00,0.0,0.00,0.00,0.00,10.6,4.8,62,40,51
2022-03-09,14.00,10.0,14.00,0.00,0.00,6.3,3.2,98,56,89
2022-03-10,0.00,0.0,0.00,0.00,0.00,9.8,1.0,94,39,69
2022-03-11,0.00,0.0,0.00,0.00,0.00,16.0,0.8,98,49,73
2022-03-12,13.80,9.0,6.20,0.00,5.32,9.0,-5.5,96,45,80
2022-03-13,0.00,0.0,0.00,0.00,0.00,5.6,-6.6,61,30,45
2022-03-14,0.00,0.0,0.00,0.00,0.00,16.3,-1.9,72,31,48
2022-03-15,0.00,0.0,0.00,0.00,0.00,22.0,4.0,72,23,42
2022-03-16,0.00,0.0,0.00,0.00,0.00,22.1,6.0,71,25,48
2022-03-17,3.30,3.0,3.30,0.00,0.00,15.1,9.2,98,52,89
2022-03-18,0.00,0.0,0.00,0.00,0.00,23.5,8.0,100,41,76
2022-03-19,0.00,0.0,0.00,0.00,0.00,24.2,13.9,85,38,65
2022-03-20,0.00,0.0,0.00,0.00,0.00,15.5,9.6,55,35,48
2022-03-21,0.00,0.0,0.00,0.00,0.00,21.0,5.9,58,26,38
2022-03-22,0.00,0.0,0.00,0.00,0.00,20.3,7.2,66,32,49
2022-03-23,10.50,5.0,10.50,0.00,0.00,11.0,8.4,95,38,70
2022-03-24,37.10,4.0,37.10,0.00,0.00,12.6,9.1,99,89,95
2022-03-25,0.00,0.0,0.00,0.00,0.00,16.3,8.0,95,36,60
2022-03-26,0.00,0.0,0.00,0.00,0.00,10.5,3.9,83,38,53
2022-03-27,0.00,0.0,0.00,0.00,0.00,5.2,-0.7,65,39,51
2022-03-28,0.00,0.0,0.00,0.00,0.00,3.4,-2.5,57,30,42
2022-03-29,0.00,0.0,0.00,0.00,0.00,7.1,-5.1,54,25,41
2022-03-30,0.00,0.0,0.00,0.00,0.00,14.6,-0.3,74,36,51
2022-03-31,1.40,1.0,1.40,0.00,0.00,21.3,10.1,87,62,76
2022-04-01,0.40,1.0,0.40,0.00,0.00,16.4,6.3,88,41,58
2022-04-02,0.00,0.0,0.00,0.00,0.00,14.0,2.2,62,27,46
2022-04-03,0.00,0.0,0.00,0.00,0.00,14.8,6.5,86,37,56
2022-04-04,0.00,0.0,0.00,0.00,0.00,12.7,2.3,58,32,44
2022-04-05,5.00,4.0,5.00,0.00,0.00,11.6,7.4,97,53,87
2022-04-06,10.40,4.0,10.40,0.00,0.00,15.2,10.4,97,76,91
2022-04-07,17.70,7.0,17.70,0.00,0.00,11.4,8.2,99,88,95
2022-04-08,0.40,1.0,0.40,0.00,0.00,16.9,5.8,87,28,61
2022-04-09,0.00,0.0,0.00,0.00,0.00,12.5,5.3,92,34,63
2022-04-10,0.00,0.0,0.00,0.00,0.00,11.5,4.1,71,37,54
2022-04-11,0.00,0.0,0.00,0.00,0.00,18.7,1.2,78,37,56
2022-04-12,0.00,0.0,0.00,0.00,0.00,25.4,10.2,75,38,59
2022-04-13,0.00,0.0,0.00,0.00,0.00,29.7,12.5,86,29,57
2022-04-14,0.00,0.0,0.00,0.00,0.00,27.7,13.8,66,32,48
2022-04-15,0.00,0.0,0.00,0.00,0.00,21.6,8.2,63,19,34
2022-04-16,1.40,1.0,1.40,0.00,0.00,25.8,12.9,60,26,43
2022-04-17,0.00,0.0,0.00,0.00,0.00,13.6,5.5,65,31,44
2022-04-18,8.80,11.0,8.80,0.00,0.00,7.4,3.6,95,49,73
2022-04-19,0.00,0.0,0.00,0.00,0.00,9.9,3.2,93,39,60
2022-04-20,0.00,0.0,0.00,0.00,0.00,16.6,3.0,78,24,50
2022-04-21,0.00,0.0,0.00,0.00,0.00,19.8,7.6,80,43,61
2022-04-22,0.00,0.0,0.00,0.00,0.00,23.9,8.9,85,23,50
2022-04-23,0.00,0.0,0.00,0.00,0.00,24.7,9.7,75,40,56
2022-04-24,0.00,0.0,0.00,0.00,0.00,26.6,11.0,87,45,66
2022-04-25,0.00,0.0,0.00,0.00,0.00,20.2,11.1,93,66,82
2022-04-26,0.40,1.0,0.40,0.00,0.00,20.3,12.9,99,66,88
2022-04-27,0.00,0.0,0.00,0.00,0.00,15.1,5.7,65,33,46
2022-04-28,0.00,0.0,0.00,0.00,0.00,14.5,2.2,64,24,44
2022-04-29,0.00,0.0,0.00,0.00,0.00,18.4,3.0,61,18,35
2022-04-30,0.00,0.0,0.00,0.00,0.00,20.5,5.3,60,22,33
2022-05-01,5.00,1.0,5.00,0.00,0.00,18.2,9.8,92,54,76
2022-05-02,0.00,0.0,0.00,0.00,0.00,26.1,11.1,96,35,66
2022-05-03,0.00,0.0,0.00,0.00,0.00,22.5,13.2,100,63,82
2022-05-04,6.80,1.0,6.80,0.00,0.00,22.8,13.1,100,67,90
2022-05-05,0.00,0.0,0.00,0.00,0.00,19.1,13.3,89,66,76
2022-05-06,9.60,14.0,9.60,0.00,0.00,15.5,10.4,99,82,93
2022-05-07,26.00,10.0,26.00,0.00,0.00,10.9,6.9,97,91,94
2022-05-08,0.00,0.0,0.00,0.00,0.00,12.4,6.0,92,43,72
2022-05-09,0.00,0.0,0.00,0.00,0.00,21.3,4.6,80,20,44
2022-05-10,0.00,0.0,0.00,0.00,0.00,23.3,8.9,62,24,36
2022-05-11,0.00,0.0,0.00,0.00,0.00,23.2,9.5,78,37,52
2022-05-12,0.00,0.0,0.00,0.00,0.00,22.9,12.6,95,69,82
2022-05-13,0.00,0.0,0.00,0.00,0.00,22.6,16.6,99,79,92
2022-05-14,2.60,2.0,2.60,0.00,0.00,21.5,18.2,100,88,95
2022-05-15,0.40,1.0,0.40,0.00,0.00,28.0,17.4,100,54,87
2022-05-16,9.40,3.0,9.40,0.00,0.00,26.2,15.7,99,50,81
2022-05-17,0.00,0.0,0.00,0.00,0.00,28.1,13.1,74,22,45
2022-05-18,0.00,0.0,0.00,0.00,0.00,23.5,13.0,70,36,46
2022-05-19,4.40,2.0,4.40,0.00,0.00,29.1,15.1,96,38,68
2022-05-20,0.00,0.0,0.00,0.00,0.00,31.2,17.2,85,51,64
2022-05-21,0.00,0.0,0.00,0.00,0.00,33.8,23.2,71,42,54
2022-05-22,17.70,2.0,17.70,0.00,0.00,32.2,21.4,96,55,76
2022-05-23,0.00,0.0,0.00,0.00,0.00,23.6,15.4,92,41,66
2022-05-24,0.80,2.0,0.80,0.00,0.00,16.4,13.5,98,71,87
2022-05-25,0.00,0.0,0.00,0.00,0.00,21.8,11.8,89,42,65
2022-05-26,0.00,0.0,0.00,0.00,0.00,21.2,14.1,97,55,84
2022-05-27,1.80,2.0,1.80,0.00,0.00,24.6,18.4,98,83,93
2022-05-28,0.40,1.0,0.40,0.00,0.00,24.5,16.7,100,51,71
2022-05-29,0.00,0.0,0.00,0.00,0.00,28.0,15.1,90,39,63
2022-05-30,0.00,0.0,0.00,0.00,0.00,32.3,16.4,91,42,64
2022-05-31,0.00,0.0,0.00,0.00,0.00,34.6,19.7,87,35,57
2022-06-01,0.00,0.0,0.00,0.00,0.00,33.4,23.5,76,45,59
2022-06-02,37.20,5.0,37.20,0.00,0.00,31.3,21.7,99,52,80
2022-06-03,0.00,0.0,0.00,0.00,0.00,24.1,16.6,96,44,67
2022-06-04,0.00,0.0,0.00,0.00,0.00,28.9,14.3,82,20,51
2022-06-05,0.00,0.0,0.00,0.00,0.00,26.1,15.1,68,33,46
2022-06-06,0.00,0.0,0.00,0.00,0.00,27.3,13.5,91,29,53
2022-06-07,0.00,0.0,0.00,0.00,0.00,26.2,15.7,99,62,83
2022-06-08,0.00,0.0,0.00,0.00,0.00,30.7,19.5,98,51,79
2022-06-09,1.10,2.0,1.10,0.00,0.00,27.9,18.6,97,40,64
2022-06-10,0.00,0.0,0.00,0.00,0.00,27.3,14.2,83,33,58
2022-06-11,0.00,0.0,0.00,0.00,0.00,21.1,17.8,93,65,84
2022-06-12,31.30,2.0,31.30,0.00,0.00,27.2,17.3,96,64,83
2022-06-13,0.00,0.0,0.00,0.00,0.00,33.0,21.4,94,49,74
2022-06-14,0.40,1.0,0.40,0.00,0.00,27.2,20.9,95,66,83
2022-06-15,0.00,0.0,0.00,0.00,0.00,32.6,19.0,95,42,68
2022-06-16,0.40,1.0,0.40,0.00,0.00,29.5,20.8,87,63,74
2022-06-17,0.00,0.0,0.00,0.00,0.00,35.7,21.1,88,27,58
2022-06-18,0.00,0.0,0.00,0.00,0.00,24.1,18.6,63,29,46
2022-06-19,0.00,0.0,0.00,0.00,0.00,25.3,12.7,59,26,38
2022-06-20,0.00,0.0,0.00,0.00,0.00,26.9,12.3,63,22,42
2022-06-21,0.00,0.0,0.00,0.00,0.00,29.2,17.0,70,42,57
2022-06-22,5.10,5.0,5.10,0.00,0.00,30.7,19.3,99,57,78
2022-06-23,1.90,3.0,1.90,0.00,0.00,21.0,17.9,99,80,92
2022-06-24,0.00,0.0,0.00,0.00,0.00,27.9,16.0,100,54,79
2022-06-25,0.00,0.0,0.00,0.00,0.00,31.3,18.1,98,45,72
2022-06-26,0.00,0.0,0.00,0.00,0.00,31.5,21.0,83,48,69
2022-06-27,0.70,1.0,0.70,0.00,0.00,27.7,22.1,93,50,75
2022-06-28,0.00,0.0,0.00,0.00,0.00,27.0,15.4,68,37,50
2022-06-29,0.00,0.0,0.00,0.00,0.00,29.7,16.4,87,49,63
2022-06-30,0.00,0.0,0.00,0.00,0.00,32.2,20.1,97,34,63
2022-07-01,1.40,1.0,1.40,0.00,0.00,32.4,22.0,91,56,76
2022-07-02,4.70,1.0,4.70,0.00,0.00,31.0,21.9,93,67,79
2022-07-03,0.00,0.0,0.00,0.00,0.00,30.4,21.8,95,39,70
2022-07-04,0.00,0.0,0.00,0.00,0.00,31.2,18.5,83,30,52
2022-07-05,0.00,0.0,0.00,0.00,0.00,28.6,20.0,99,70,84
2022-07-06,0.00,0.0,0.00,0.00,0.00,33.1,22.6,92,45,71
2022-07-07,0.00,0.0,0.00,0.00,0.00,26.9,21.6,97,72,89
2022-07-08,0.70,1.0,0.70,0.00,0.00,30.7,20.0,96,62,79
2022-07-09,179.50,7.0,179.50,0.00,0.00,23.5,20.1,100,91,95
2022-07-10,0.00,0.0,0.00,0.00,0.00,26.1,19.2,98,53,78
2022-07-11,0.00,0.0,0.00,0.00,0.00,28.5,17.1,98,41,67
2022-07-12,3.20,1.0,3.20,0.00,0.00,32.3,19.0,94,56,79
2022-07-13,0.00,0.0,0.00,0.00,0.00,31.0,20.6,96,52,75
2022-07-14,0.00,0.0,0.00,0.00,0.00,31.1,19.6,88,42,68
2022-07-15,0.00,0.0,0.00,0.00,0.00,30.9,20.8,88,41,67
2022-07-16,9.70,1.0,9.70,0.00,0.00,28.6,21.1,99,64,85
2022-07-17,0.00,0.0,0.00,0.00,0.00,28.4,21.1,99,78,87
2022-07-18,16.20,1.0,16.20,0.00,0.00,31.3,22.5,96,69,84
2022-07-19,0.00,0.0,0.00,0.00,0.00,32.1,22.6,90,44,72
2022-07-20,0.00,0.0,0.00,0.00,0.00,33.5,21.8,94,49,71
2022-07-21,38.90,1.0,38.90,0.00,0.00,31.7,24.3,89,57,77
2022-07-22,0.00,0.0,0.00,0.00,0.00,33.8,22.6,87,40,64
2022-07-23,0.00,0.0,0.00,0.00,0.00,35.4,23.3,81,38,61
2022-07-24,0.00,0.0,0.00,0.00,0.00,34.5,21.9,88,41,65
2022-07-25,7.20,1.0,7.20,0.00,0.00,31.3,23.2,94,64,79
2022-07-26,0.00,0.0,0.00,0.00,0.00,25.3,22.6,95,73,84
2022-07-27,0.00,0.0,0.00,0.00,0.00,30.0,22.1,94,61,82
2022-07-28,0.00,0.0,0.00,0.00,0.00,32.2,22.8,93,53,77
2022-07-29,23.10,3.0,23.10,0.00,0.00,30.4,21.2,99,60,84
2022-07-30,0.00,0.0,0.00,0.00,0.00,30.6,21.3,95,40,66
2022-07-31,1.50,2.0,1.50,0.00,0.00,29.3,20.0,98,56,80
2022-08-01,0.00,0.0,0.00,0.00,0.00,30.6,20.9,96,51,78
2022-08-02,0.00,0.0,0.00,0.00,0.00,32.3,22.4,96,48,71
2022-08-03,0.00,0.0,0.00,0.00,0.00,33.9,20.7,87,40,62
2022-08-04,2.90,1.0,2.90,0.00,0.00,35.5,22.3,97,46,76
2022-08-05,6.10,2.0,6.10,0.00,0.00,31.3,21.7,100,65,90
2022-08-06,0.00,0.0,0.00,0.00,0.00,30.0,21.5,97,58,84
2022-08-07,0.00,0.0,0.00,0.00,0.00,32.8,22.6,98,52,78
2022-08-08,0.40,1.0,0.40,0.00,0.00,31.5,23.9,100,67,83
2022-08-09,2.20,1.0,2.20,0.00,0.00,35.2,23.6,92,46,72
2022-08-10,96.40,3.0,96.40,0.00,0.00,33.4,21.8,100,49,83
2022-08-11,0.00,0.0,0.00,0.00,0.00,30.6,21.5,97,37,72
2022-08-12,0.00,0.0,0.00,0.00,0.00,29.0,18.3,80,29,56
2022-08-13,0.00,0.0,0.00,0.00,0.00,28.4,14.7,75,26,51
2022-08-14,1.50,3.0,1.50,0.00,0.00,27.7,18.3,98,41,68
2022-08-15,0.70,1.0,0.70,0.00,0.00,23.5,17.9,98,66,88
2022-08-16,0.00,0.0,0.00,0.00,0.00,27.0,17.7,93,39,69
2022-08-17,0.00,0.0,0.00,0.00,0.00,28.2,16.6,90,43,76
2022-08-18,0.00,0.0,0.00,0.00,0.00,28.9,16.4,94,40,70
2022-08-19,0.00,0.0,0.00,0.00,0.00,30.6,18.3,91,50,72
2022-08-20,0.00,0.0,0.00,0.00,0.00,31.1,20.4,96,46,73
2022-08-21,0.40,1.0,0.40,0.00,0.00,26.0,21.0,100,82,91
2022-08-22,0.70,1.0,0.70,0.00,0.00,28.3,22.1,99,65,87
2022-08-23,0.00,0.0,0.00,0.00,0.00,30.3,19.5,89,42,70
2022-08-24,0.00,0.0,0.00,0.00,0.00,31.3,18.7,82,37,64
2022-08-25,0.00,0.0,0.00,0.00,0.00,31.9,19.2,86,48,75
2022-08-26,0.00,0.0,0.00,0.00,0.00,31.2,22.2,95,44,70
2022-08-27,0.00,0.0,0.00,0.00,0.00,31.4,21.6,86,52,72
2022-08-28,0.00,0.0,0.00,0.00,0.00,30.8,21.0,94,55,78
2022-08-29,0.00,0.0,0.00,0.00,0.00,32.2,22.5,98,52,78
2022-08-30,0.00,0.0,0.00,0.00,0.00,32.4,21.7,96,51,82
2022-08-31,0.00,0.0,0.00,0.00,0.00,28.0,19.2,92,41,66
2022-09-01,0.00,0.0,0.00,0.00,0.00,30.2,17.0,78,34,59
2022-09-02,0.00,0.0,0.00,0.00,0.00,29.5,18.1,82,44,65
2022-09-03,0.00,0.0,0.00,0.00,0.00,29.9,19.3,94,53,74
2022-09-04,0.00,0.0,0.00,0.00,0.00,30.7,19.9,93,50,73
2022-09-05,0.00,0.0,0.00,0.00,0.00,28.9,21.5,93,56,80
2022-09-06,12.60,8.0,12.60,0.00,0.00,27.5,21.1,97,63,87
2022-09-07,21.70,3.0,21.70,0.00,0.00,22.1,19.9,96,87,93
2022-09-08,0.00,0.0,0.00,0.00,0.00,24.8,18.8,94,57,80
2022-09-09,0.00,0.0,0.00,0.00,0.00,28.3,16.4,98,36,71
2022-09-10,0.00,0.0,0.00,0.00,0.00,26.4,15.6,97,61,80
2022-09-11,7.30,5.0,7.30,0.00,0.00,25.9,20.5,99,86,93
2022-09-12,0.00,0.0,0.00,0.00,0.00,27.2,21.5,99,75,91
2022-09-13,0.00,0.0,0.00,0.00,0.00,27.0,18.7,95,38,66
2022-09-14,0.00,0.0,0.00,0.00,0.00,25.7,14.1,84,47,67
2022-09-15,0.00,0.0,0.00,0.00,0.00,26.3,15.3,85,46,68
2022-09-16,0.00,0.0,0.00,0.00,0.00,26.4,12.6,89,43,69
2022-09-17,0.00,0.0,0.00,0.00,0.00,26.9,14.2,98,45,73
2022-09-18,0.00,0.0,0.00,0.00,0.00,28.8,15.5,96,44,71
2022-09-19,0.00,0.0,0.00,0.00,0.00,29.8,17.8,93,43,68
2022-09-20,0.00,0.0,0.00,0.00,0.00,28.3,18.2,87,42,64
2022-09-21,0.00,0.0,0.00,0.00,0.00,29.0,16.3,89,42,67
2022-09-22,0.00,0.0,0.00,0.00,0.00,26.0,15.2,90,37,67
2022-09-23,0.00,0.0,0.00,0.00,0.00,19.4,10.9,69,33,52
2022-09-24,0.00,0.0,0.00,0.00,0.00,20.0,8.9,84,40,65
2022-09-25,0.00,0.0,0.00,0.00,0.00,24.7,13.4,91,58,75
2022-09-26,0.00,0.0,0.00,0.00,0.00,24.9,13.6,92,37,62
2022-09-27,0.00,0.0,0.00,0.00,0.00,21.0,12.8,63,34,48
2022-09-28,0.00,0.0,0.00,0.00,0.00,19.6,8.7,81,52,66
2022-09-29,0.00,0.0,0.00,0.00,0.00,19.6,10.9,83,47,68
2022-09-30,5.10,3.0,5.10,0.00,0.00,15.8,10.8,93,73,80
2022-10-01,18.10,8.0,18.10,0.00,0.00,15.3,11.8,98,92,95
2022-10-02,5.90,7.0,5.90,0.00,0.00,15.2,10.7,97,88,94
2022-10-03,11.90,11.0,11.90,0.00,0.00,12.0,7.8,94,66,86
2022-10-04,0.80,2.0,0.80,0.00,0.00,10.6,7.7,94,85,91
2022-10-05,0.00,0.0,0.00,0.00,0.00,17.2,9.3,97,74,89
2022-10-06,0.00,0.0,0.00,0.00,0.00,23.9,10.9,90,42,69
2022-10-07,0.00,0.0,0.00,0.00,0.00,26.1,11.0,91,32,62
2022-10-08,0.00,0.0,0.00,0.00,0.00,13.7,5.5,83,48,66
2022-10-09,0.00,0.0,0.00,0.00,0.00,17.4,3.5,92,33,63
2022-10-10,0.00,0.0,0.00,0.00,0.00,20.2,5.3,85,34,61
2022-10-11,0.00,0.0,0.00,0.00,0.00,22.5,6.8,92,31,63
2022-10-12,0.00,0.0,0.00,0.00,0.00,21.2,8.2,98,53,74
2022-10-13,7.30,6.0,7.30,0.00,0.00,20.1,12.9,97,84,91
2022-10-14,2.50,1.0,2.50,0.00,0.00,19.2,9.9,97,35,70
2022-10-15,0.00,0.0,0.00,0.00,0.00,23.8,6.6,94,35,64
2022-10-16,0.00,0.0,0.00,0.00,0.00,21.7,10.8,86,33,65
2022-10-17,0.00,0.0,0.00,0.00,0.00,20.6,9.6,94,53,76
2022-10-18,0.00,0.0,0.00,0.00,0.00,12.0,3.7,77,38,51
2022-10-19,0.00,0.0,0.00,0.00,0.00,12.6,1.6,88,39,60
2022-10-20,0.00,0.0,0.00,0.00,0.00,15.7,1.8,91,26,58
2022-10-21,0.00,0.0,0.00,0.00,0.00,18.8,3.4,96,23,59
2022-10-22,0.00,0.0,0.00,0.00,0.00,21.3,4.8,94,33,66
2022-10-23,0.80,2.0,0.80,0.00,0.00,18.2,7.7,96,68,82
2022-10-24,0.40,1.0,0.40,0.00,0.00,17.0,12.8,99,81,91
2022-10-25,0.00,0.0,0.00,0.00,0.00,16.4,14.2,100,90,96
2022-10-26,0.00,0.0,0.00,0.00,0.00,18.1,13.8,99,65,87
2022-10-27,0.00,0.0,0.00,0.00,0.00,18.0,8.9,77,39,58
2022-10-28,0.00,0.0,0.00,0.00,0.00,14.1,6.1,82,60,70
2022-10-29,0.00,0.0,0.00,0.00,0.00,16.6,5.3,86,35,67
2022-10-30,0.00,0.0,0.00,0.00,0.00,16.4,3.2,96,59,79
2022-10-31,2.60,4.0,2.60,0.00,0.00,18.0,9.0,97,77,91
2022-11-01,4.30,1.0,4.30,0.00,0.00,22.2,13.6,100,52,78
2022-11-02,0.00,0.0,0.00,0.00,0.00,20.1,11.6,90,52,72
2022-11-03,0.00,0.0,0.00,0.00,0.00,20.1,9.1,92,46,74
2022-11-04,0.00,0.0,0.00,0.00,0.00,22.6,10.0,100,55,84
2022-11-05,0.00,0.0,0.00,0.00,0.00,25.5,16.2,96,55,79
2022-11-06,0.00,0.0,0.00,0.00,0.00,24.8,18.5,97,60,83
2022-11-07,0.00,0.0,0.00,0.00,0.00,25.2,16.3,94,27,57
2022-11-08,0.00,0.0,0.00,0.00,0.00,15.2,7.8,58,26,44
2022-11-09,0.00,0.0,0.00,0.00,0.00,14.9,3.7,79,44,58
2022-11-10,0.00,0.0,0.00,0.00,0.00,20.0,5.8,95,60,78
2022-11-11,14.50,8.0,14.50,0.00,0.00,21.7,14.6,96,83,92
2022-11-12,0.00,0.0,0.00,0.00,0.00,21.3,12.5,93,54,70
2022-11-13,0.40,1.0,0.40,0.00,0.00,10.7,4.2,70,42,56
2022-11-14,0.00,0.0,0.00,0.00,0.00,9.0,0.7,71,39,54
2022-11-15,13.70,5.0,13.70,0.00,0.00,5.4,-0.1,95,74,86
2022-11-16,0.00,0.0,0.00,0.00,0.00,9.4,3.0,97,51,74
2022-11-17,0.00,0.0,0.00,0.00,0.00,5.4,0.5,68,44,54
2022-11-18,0.00,0.0,0.00,0.00,0.00,7.7,-0.6,71,36,54
2022-11-19,0.00,0.0,0.00,0.00,0.00,7.4,-1.5,75,31,53
2022-11-20,0.00,0.0,0.00,0.00,0.00,2.9,-2.8,58,24,36
2022-11-21,0.00,0.0,0.00,0.00,0.00,7.9,-4.9,82,31,47
2022-11-22,0.00,0.0,0.00,0.00,0.00,13.7,-1.4,80,17,43
2022-11-23,0.00,0.0,0.00,0.00,0.00,15.8,-1.7,67,24,44
2022-11-24,0.00,0.0,0.00,0.00,0.00,15.5,0.5,82,29,57
2022-11-25,0.00,0.0,0.00,0.00,0.00,15.4,5.8,95,44,70
2022-11-26,0.00,0.0,0.00,0.00,0.00,15.3,2.8,77,30,52
