latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.91088,-76.98569,39.0,-18000,America/New_York,GMT-5

time,precipitation_sum (mm),precipitation_hours (h),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%)
2022-02-05,0.00,0.0,0.00,0.00,0.00,0.5,-3.8,78,44,57
2022-02-06,0.00,0.0,0.00,0.00,0.00,2.3,-7.1,82,38,59
2022-02-07,4.60,6.0,4.60,0.00,0.00,6.1,-1.3,96,58,80
2022-02-08,0.00,0.0,0.00,0.00,0.00,7.9,-0.7,89,32,61
2022-02-09,0.00,0.0,0.00,0.00,0.00,13.3,-3.1,91,34,62
2022-02-10,0.00,0.0,0.00,0.00,0.00,15.3,1.7,76,27,53
2022-02-11,0.00,0.0,0.00,0.00,0.00,19.6,-0.2,78,21,47
2022-02-12,0.00,0.0,0.00,0.00,0.00,14.8,8.4,56,36,44
2022-02-13,4.80,9.0,2.50,0.00,1.61,6.0,-2.1,94,58,81
2022-02-14,0.00,0.0,0.00,0.00,0.00,-1.3,-4.4,76,37,54
2022-02-15,0.00,0.0,0.00,0.00,0.00,3.5,-7.7,75,39,56
2022-02-16,0.00,0.0,0.00,0.00,0.00,11.8,-2.9,88,42,64
2022-02-17,0.00,0.0,0.00,0.00,0.00,19.9,7.3,75,50,65
2022-02-18,10.40,1.0,10.40,0.00,0.00,18.0,-0.8,85,41,60
2022-02-19,0.00,0.0,0.00,0.00,0.00,7.9,-2.8,76,29,50
2022-02-20,0.00,0.0,0.00,0.00,0.00,5.8,-7.6,63,27,43
2022-02-21,0.00,0.0,0.00,0.00,0.00,19.0,-1.0,66,17,43
2022-02-22,0.70,1.0,0.70,0.00,0.00,18.8,5.3,94,61,79
2022-02-23,0.40,1.0,0.40,0.00,0.00,22.8,5.8,84,36,64
2022-02-24,3.00,4.0,2.30,0.00,0.49,5.0,-0.4,98,57,78
2022-02-25,3.20,3.0,2.90,0.00,0.21,13.0,-0.1,99,43,80
2022-02-26,0.00,0.0,0.00,0.00,0.00,5.4,-0.3,66,46,57
2022-02-27,0.00,0.0,0.00,0.00,0.00,12.7,0.2,74,21,45
2022-02-28,0.00,0.0,0.00,0.00,0.00,9.6,1.1,73,27,45
2022-03-01,0.00,0.0,0.00,0.00,0.00,12.0,-1.0,85,45,66
2022-03-02,0.00,0.0,0.00,0.00,0.00,16.6,1.8,90,40,59
2022-03-03,0.00,0.0,0.00,0.00,0.00,12.8,1.9,78,22,47
2022-03-04,0.00,0.0,0.00,0.00,0.00,7.5,-2.5,61,33,43
2022-03-05,0.00,0.0,0.00,0.00,0.00,15.9,0.0,87,45,65
2022-03-06,0.00,0.0,0.00,0.00,0.00,25.2,7.8,86,49,67
2022-03-07,5.80,1.0,5.80,0.00,0.00,25.6,13.0,78,46,62
2022-03-08,0.00,0.0,0.00,0.00,0.00,10.9,5.2,64,40,52
2022-03-09,13.10,10.0,13.10,0.00,0.00,6.6,3.5,97,62,89
2022-03-10,0.00,0.0,0.00,0.00,0.00,10.3,1.3,95,39,69
2022-03-11,0.00,0.0,0.00,0.00,0.00,16.3,0.9,95,49,73
2022-03-12,14.90,11.0,7.30,0.00,5.32,9.2,-3.8,95,45,80
2022-03-13,0.00,0.0,0.00,0.00,0.00,6.0,-5.3,61,34,46
2022-03-14,0.00,0.0,0.00,0.00,0.00,16.7,-2.3,85,30,51
2022-03-15,0.00,0.0,0.00,0.00,0.00,21.7,2.9,79,25,48
2022-03-16,0.00,0.0,0.00,0.00,0.00,22.5,5.7,81,26,51
2022-03-17,8.70,5.0,8.70,0.00,0.00,15.1,9.1,100,65,91
2022-03-18,0.00,0.0,0.00,0.00,0.00,23.6,7.8,100,44,80
2022-03-19,0.00,0.0,0.00,0.00,0.00,24.1,14.4,85,40,67
2022-03-20,0.00,0.0,0.00,0.00,0.00,15.5,9.1,65,43,51
2022-03-21,0.00,0.0,0.00,0.00,0.00,21.2,5.1,60,29,40
2022-03-22,0.00,0.0,0.00,0.00,0.00,20.7,7.1,79,33,52
2022-03-23,8.10,5.0,8.10,0.00,0.00,11.5,8.2,95,46,72
2022-03-24,26.00,6.0,26.00,0.00,0.00,12.9,10.0,97,88,94
2022-03-25,0.00,0.0,0.00,0.00,0.00,16.9,8.3,97,34,60
2022-03-26,0.00,0.0,0.00,0.00,0.00,11.0,4.2,70,38,54
2022-03-27,0.00,0.0,0.00,0.00,0.00,5.3,-0.3,72,43,54
2022-03-28,0.00,0.0,0.00,0.00,0.00,3.3,-2.0,57,31,44
2022-03-29,0.00,0.0,0.00,0.00,0.00,7.2,-3.8,55,24,41
2022-03-30,0.00,0.0,0.00,0.00,0.00,14.6,-0.2,78,36,54
2022-03-31,10.50,2.0,10.50,0.00,0.00,22.7,10.5,83,62,75
2022-04-01,0.00,0.0,0.00,0.00,0.00,16.9,6.0,86,41,59
2022-04-02,0.00,0.0,0.00,0.00,0.00,13.9,2.6,64,29,50
2022-04-03,0.00,0.0,0.00,0.00,0.00,14.7,5.7,85,38,60
2022-04-04,0.00,0.0,0.00,0.00,0.00,13.0,1.8,71,34,49
2022-04-05,4.40,4.0,4.40,0.00,0.00,12.1,8.2,98,53,87
2022-04-06,10.50,5.0,10.50,0.00,0.00,15.3,10.9,97,76,90
2022-04-07,5.10,6.0,5.10,0.00,0.00,11.6,8.4,97,89,94
2022-04-08,0.70,1.0,0.70,0.00,0.00,17.8,5.8,90,25,61
2022-04-09,0.00,0.0,0.00,0.00,0.00,12.6,6.0,93,41,64
2022-04-10,0.00,0.0,0.00,0.00,0.00,11.7,4.0,78,36,56
2022-04-11,0.00,0.0,0.00,0.00,0.00,19.1,1.2,87,37,59
2022-04-12,0.00,0.0,0.00,0.00,0.00,26.0,10.1,80,40,61
2022-04-13,0.00,0.0,0.00,0.00,0.00,29.9,12.3,91,31,59
2022-04-14,0.00,0.0,0.00,0.00,0.00,28.4,14.9,66,32,48
2022-04-15,0.00,0.0,0.00,0.00,0.00,21.9,7.2,65,18,34
2022-04-16,1.10,1.0,1.10,0.00,0.00,26.2,14.0,64,28,43
2022-04-17,0.00,0.0,0.00,0.00,0.00,14.5,5.9,65,30,44
2022-04-18,8.90,9.0,8.90,0.00,0.00,8.2,3.8,96,53,74
2022-04-19,0.00,0.0,0.00,0.00,0.00,10.5,3.8,94,37,60
2022-04-20,0.00,0.0,0.00,0.00,0.00,17.1,3.2,76,24,50
2022-04-21,0.00,0.0,0.00,0.00,0.00,20.1,7.4,83,42,61
2022-04-22,0.00,0.0,0.00,0.00,0.00,24.6,9.0,85,25,52
2022-04-23,0.00,0.0,0.00,0.00,0.00,25.2,9.6,82,39,58
2022-04-24,0.00,0.0,0.00,0.00,0.00,26.6,11.3,88,47,67
2022-04-25,0.00,0.0,0.00,0.00,0.00,20.7,11.6,93,65,81
2022-04-26,0.00,0.0,0.00,0.00,0.00,20.6,13.3,97,67,88
2022-04-27,0.00,0.0,0.00,0.00,0.00,15.6,6.0,67,32,46
2022-04-28,0.00,0.0,0.00,0.00,0.00,14.9,2.4,64,23,44
2022-04-29,0.00,0.0,0.00,0.00,0.00,18.9,2.9,67,17,36
2022-04-30,0.00,0.0,0.00,0.00,0.00,20.7,4.3,64,20,37
2022-05-01,0.00,0.0,0.00,0.00,0.00,18.6,9.6,89,58,77
2022-05-02,0.00,0.0,0.00,0.00,0.00,26.2,11.4,97,36,67
2022-05-03,0.00,0.0,0.00,0.00,0.00,22.8,13.3,100,62,82
2022-05-04,1.10,1.0,1.10,0.00,0.00,23.6,13.2,99,73,90
2022-05-05,0.00,0.0,0.00,0.00,0.00,19.1,13.4,91,67,77
2022-05-06,14.50,11.0,14.50,0.00,0.00,16.3,11.0,97,87,92
2022-05-07,15.90,10.0,15.90,0.00,0.00,11.5,7.3,100,91,94
2022-05-08,0.00,0.0,0.00,0.00,0.00,12.5,6.3,92,45,73
2022-05-09,0.00,0.0,0.00,0.00,0.00,21.4,4.8,89,18,46
2022-05-10,0.00,0.0,0.00,0.00,0.00,23.3,8.5,64,24,39
2022-05-11,0.00,0.0,0.00,0.00,0.00,22.4,9.1,80,38,58
2022-05-12,0.00,0.0,0.00,0.00,0.00,22.2,12.6,95,73,84
2022-05-13,0.40,1.0,0.40,0.00,0.00,23.0,16.8,100,81,92
2022-05-14,5.40,1.0,5.40,0.00,0.00,21.4,18.4,98,88,95
2022-05-15,0.00,0.0,0.00,0.00,0.00,28.0,17.7,100,54,86
2022-05-16,16.20,3.0,16.20,0.00,0.00,26.8,15.9,99,47,82
2022-05-17,0.00,0.0,0.00,0.00,0.00,28.1,12.7,84,22,48
2022-05-18,0.00,0.0,0.00,0.00,0.00,24.2,12.7,68,33,48
2022-05-19,1.80,1.0,1.80,0.00,0.00,29.4,15.6,96,36,68
2022-05-20,0.00,0.0,0.00,0.00,0.00,31.8,17.0,85,50,66
2022-05-21,0.00,0.0,0.00,0.00,0.00,33.9,22.5,78,43,58
2022-05-22,16.20,2.0,16.20,0.00,0.00,31.7,21.5,97,53,77
2022-05-23,0.00,0.0,0.00,0.00,0.00,23.6,16.0,93,43,66
2022-05-24,0.70,1.0,0.70,0.00,0.00,17.3,13.8,98,67,86
2022-05-25,0.00,0.0,0.00,0.00,0.00,22.5,12.0,90,44,66
2022-05-26,0.00,0.0,0.00,0.00,0.00,22.3,14.7,95,58,83
2022-05-27,2.20,2.0,2.20,0.00,0.00,25.7,18.8,98,78,92
2022-05-28,0.00,0.0,0.00,0.00,0.00,24.8,17.0,98,47,71
2022-05-29,0.00,0.0,0.00,0.00,0.00,28.0,15.1,96,39,64
2022-05-30,0.00,0.0,0.00,0.00,0.00,33.1,17.0,90,42,65
2022-05-31,0.00,0.0,0.00,0.00,0.00,35.0,20.1,92,31,60
2022-06-01,0.00,0.0,0.00,0.00,0.00,34.4,22.8,83,41,59
2022-06-02,84.90,5.0,84.90,0.00,0.00,30.7,21.4,99,56,83
2022-06-03,0.00,0.0,0.00,0.00,0.00,25.8,16.9,96,34,65
2022-06-04,0.00,0.0,0.00,0.00,0.00,29.6,13.8,87,22,50
2022-06-05,0.00,0.0,0.00,0.00,0.00,26.6,15.3,66,34,45
2022-06-06,0.00,0.0,0.00,0.00,0.00,27.7,13.1,90,32,54
2022-06-07,0.00,0.0,0.00,0.00,0.00,26.7,15.8,97,62,82
2022-06-08,0.00,0.0,0.00,0.00,0.00,31.1,19.0,98,51,78
2022-06-09,1.10,2.0,1.10,0.00,0.00,28.6,19.1,95,37,63
2022-06-10,0.00,0.0,0.00,0.00,0.00,27.6,14.0,86,35,58
2022-06-11,0.00,0.0,0.00,0.00,0.00,21.9,18.3,93,60,82
2022-06-12,11.60,2.0,11.60,0.00,0.00,27.7,17.9,96,63,82
2022-06-13,0.00,0.0,0.00,0.00,0.00,33.7,21.4,94,48,73
2022-06-14,0.00,0.0,0.00,0.00,0.00,27.2,21.3,96,68,85
2022-06-15,0.00,0.0,0.00,0.00,0.00,32.8,19.0,99,41,68
2022-06-16,0.00,0.0,0.00,0.00,0.00,29.9,21.2,84,64,74
2022-06-17,0.00,0.0,0.00,0.00,0.00,36.4,20.8,89,26,59
2022-06-18,0.00,0.0,0.00,0.00,0.00,24.6,19.0,60,28,44
2022-06-19,0.00,0.0,0.00,0.00,0.00,25.7,13.4,57,25,37
2022-06-20,0.00,0.0,0.00,0.00,0.00,27.8,12.2,68,20,42
2022-06-21,0.00,0.0,0.00,0.00,0.00,28.7,17.2,73,42,56
2022-06-22,6.40,2.0,6.40,0.00,0.00,30.6,19.5,98,59,77
2022-06-23,2.30,5.0,2.30,0.00,0.00,21.6,18.2,98,81,91
2022-06-24,0.00,0.0,0.00,0.00,0.00,28.5,15.9,100,52,78
2022-06-25,0.00,0.0,0.00,0.00,0.00,31.5,18.2,98,48,71
2022-06-26,0.00,0.0,0.00,0.00,0.00,32.0,21.0,83,48,69
2022-06-27,0.00,0.0,0.00,0.00,0.00,27.7,22.1,92,49,73
2022-06-28,0.00,0.0,0.00,0.00,0.00,27.9,15.7,72,37,50
2022-06-29,0.00,0.0,0.00,0.00,0.00,30.1,16.3,90,46,63
2022-06-30,0.00,0.0,0.00,0.00,0.00,32.3,20.2,99,33,64
2022-07-01,0.00,0.0,0.00,0.00,0.00,33.4,22.3,91,50,72
2022-07-02,29.20,1.0,29.20,0.00,0.00,31.2,22.3,97,58,75
2022-07-03,16.90,1.0,16.90,0.00,0.00,30.4,22.3,97,39,71
2022-07-04,0.00,0.0,0.00,0.00,0.00,31.5,18.7,84,31,55
2022-07-05,0.00,0.0,0.00,0.00,0.00,28.9,20.6,96,61,82
2022-07-06,0.00,0.0,0.00,0.00,0.00,33.5,22.4,91,44,72
2022-07-07,1.40,1.0,1.40,0.00,0.00,27.6,22.0,97,69,87
2022-07-08,0.00,0.0,0.00,0.00,0.00,30.7,20.0,96,60,78
2022-07-09,182.60,6.0,182.60,0.00,0.00,24.0,20.6,100,86,94
2022-07-10,0.00,0.0,0.00,0.00,0.00,26.1,19.8,97,56,77
2022-07-11,0.00,0.0,0.00,0.00,0.00,29.4,17.0,99,39,66
2022-07-12,11.90,1.0,11.90,0.00,0.00,32.8,19.3,94,55,78
2022-07-13,0.00,0.0,0.00,0.00,0.00,30.8,20.5,94,55,75
2022-07-14,0.00,0.0,0.00,0.00,0.00,31.7,20.1,90,38,69
2022-07-15,0.00,0.0,0.00,0.00,0.00,31.5,21.7,93,35,70
2022-07-16,0.00,0.0,0.00,0.00,0.00,29.5,21.4,97,61,85
2022-07-17,0.00,0.0,0.00,0.00,0.00,29.2,21.4,100,73,86
2022-07-18,3.30,2.0,3.30,0.00,0.00,32.4,22.8,95,60,83
2022-07-19,0.00,0.0,0.00,0.00,0.00,32.7,23.0,91,43,71
2022-07-20,0.00,0.0,0.00,0.00,0.00,33.1,21.8,94,51,72
2022-07-21,59.80,1.0,59.80,0.00,0.00,32.6,24.6,88,48,76
2022-07-22,0.00,0.0,0.00,0.00,0.00,34.3,23.1,85,41,65
2022-07-23,0.40,1.0,0.40,0.00,0.00,35.4,23.3,86,40,61
2022-07-24,0.00,0.0,0.00,0.00,0.00,34.9,22.2,87,42,67
2022-07-25,0.00,0.0,0.00,0.00,0.00,32.7,23.5,94,58,80
2022-07-26,0.00,0.0,0.00,0.00,0.00,25.6,22.4,96,70,83
2022-07-27,0.00,0.0,0.00,0.00,0.00,30.8,22.2,95,61,80
2022-07-28,0.00,0.0,0.00,0.00,0.00,32.9,22.9,94,54,78
2022-07-29,2.50,1.0,2.50,0.00,0.00,29.7,21.7,100,63,86
2022-07-30,0.00,0.0,0.00,0.00,0.00,30.8,21.6,94,40,67
2022-07-31,1.50,3.0,1.50,0.00,0.00,29.5,20.5,97,57,80
2022-08-01,0.00,0.0,0.00,0.00,0.00,30.8,21.3,97,51,78
2022-08-02,0.00,0.0,0.00,0.00,0.00,32.5,22.4,96,44,70
2022-08-03,0.00,0.0,0.00,0.00,0.00,34.0,21.5,89,41,62
2022-08-04,2.20,1.0,2.20,0.00,0.00,36.3,22.3,96,43,76
2022-08-05,70.60,2.0,70.60,0.00,0.00,31.4,22.1,98,59,89
2022-08-06,0.00,0.0,0.00,0.00,0.00,29.2,21.7,97,64,84
2022-08-07,0.00,0.0,0.00,0.00,0.00,33.2,22.7,95,49,78
2022-08-08,96.80,1.0,96.80,0.00,0.00,31.4,24.1,100,65,85
2022-08-09,0.00,0.0,0.00,0.00,0.00,33.7,23.6,92,50,74
2022-08-10,8.70,4.0,8.70,0.00,0.00,33.1,22.1,98,53,84
2022-08-11,2.20,1.0,2.20,0.00,0.00,31.7,22.0,97,32,70
2022-08-12,0.00,0.0,0.00,0.00,0.00,29.2,18.7,80,29,56
2022-08-13,0.00,0.0,0.00,0.00,0.00,28.7,15.6,78,26,52
2022-08-14,0.40,1.0,0.40,0.00,0.00,28.4,18.6,94,37,67
2022-08-15,0.00,0.0,0.00,0.00,0.00,25.6,18.5,96,54,85
2022-08-16,0.00,0.0,0.00,0.00,0.00,27.5,18.4,95,38,68
2022-08-17,0.00,0.0,0.00,0.00,0.00,28.6,16.4,93,41,78
2022-08-18,0.00,0.0,0.00,0.00,0.00,29.7,16.1,92,38,68
2022-08-19,0.00,0.0,0.00,0.00,0.00,31.4,18.9,94,45,72
2022-08-20,0.00,0.0,0.00,0.00,0.00,31.6,20.4,95,45,71
2022-08-21,6.50,2.0,6.50,0.00,0.00,26.6,21.3,99,79,90
2022-08-22,61.20,1.0,61.20,0.00,0.00,29.1,22.5,98,64,87
2022-08-23,0.00,0.0,0.00,0.00,0.00,30.4,20.2,91,44,72
2022-08-24,0.00,0.0,0.00,0.00,0.00,31.9,19.1,87,37,63
2022-08-25,0.00,0.0,0.00,0.00,0.00,32.6,19.3,90,46,76
2022-08-26,0.00,0.0,0.00,0.00,0.00,32.8,22.5,94,40,69
2022-08-27,0.00,0.0,0.00,0.00,0.00,32.6,22.2,87,47,69
2022-08-28,0.00,0.0,0.00,0.00,0.00,31.6,21.4,94,51,77
2022-08-29,0.00,0.0,0.00,0.00,0.00,33.1,22.9,98,49,75
2022-08-30,0.00,0.0,0.00,0.00,0.00,33.6,22.4,95,43,81
2022-08-31,0.00,0.0,0.00,0.00,0.00,28.6,19.6,92,39,66
2022-09-01,0.00,0.0,0.00,0.00,0.00,31.0,17.2,85,30,58
2022-09-02,0.00,0.0,0.00,0.00,0.00,29.9,18.5,81,42,63
2022-09-03,0.00,0.0,0.00,0.00,0.00,30.8,20.1,92,50,71
2022-09-04,0.00,0.0,0.00,0.00,0.00,31.4,20.6,94,48,73
2022-09-05,4.30,1.0,4.30,0.00,0.00,29.7,22.1,89,53,78
2022-09-06,20.60,8.0,20.60,0.00,0.00,27.5,21.3,98,66,87
2022-09-07,4.70,2.0,4.70,0.00,0.00,22.8,20.2,96,87,93
2022-09-08,0.00,0.0,0.00,0.00,0.00,25.7,19.4,94,51,79
2022-09-09,0.00,0.0,0.00,0.00,0.00,29.0,16.6,96,34,70
2022-09-10,0.00,0.0,0.00,0.00,0.00,27.5,15.5,98,55,78
2022-09-11,1.10,2.0,1.10,0.00,0.00,26.3,21.2,96,85,92
2022-09-12,0.40,1.0,0.40,0.00,0.00,28.0,22.1,100,73,91
2022-09-13,0.00,0.0,0.00,0.00,0.00,27.5,19.5,95,35,66
2022-09-14,0.00,0.0,0.00,0.00,0.00,26.3,14.5,87,44,66
2022-09-15,0.00,0.0,0.00,0.00,0.00,27.0,16.2,87,40,66
2022-09-16,0.00,0.0,0.00,0.00,0.00,27.4,12.0,95,32,67
2022-09-17,0.00,0.0,0.00,0.00,0.00,27.8,14.2,100,35,70
2022-09-18,0.00,0.0,0.00,0.00,0.00,28.8,16.0,97,44,70
2022-09-19,0.00,0.0,0.00,0.00,0.00,30.1,18.4,90,45,68
2022-09-20,0.00,0.0,0.00,0.00,0.00,28.9,18.1,85,40,61
2022-09-21,0.00,0.0,0.00,0.00,0.00,29.5,15.7,91,44,66
2022-09-22,0.00,0.0,0.00,0.00,0.00,26.7,16.0,87,36,65
2022-09-23,0.00,0.0,0.00,0.00,0.00,19.9,11.6,68,31,50
2022-09-24,0.00,0.0,0.00,0.00,0.00,21.0,9.3,83,36,62
2022-09-25,0.00,0.0,0.00,0.00,0.00,26.3,14.1,90,52,75
2022-09-26,0.00,0.0,0.00,0.00,0.00,25.3,14.2,92,35,61
2022-09-27,0.00,0.0,0.00,0.00,0.00,21.6,13.3,63,34,45
2022-09-28,0.00,0.0,0.00,0.00,0.00,20.2,9.3,85,48,67
2022-09-29,0.00,0.0,0.00,0.00,0.00,20.2,11.3,81,46,66
2022-09-30,4.00,3.0,4.00,0.00,0.00,16.3,11.1,92,76,80
2022-10-01,20.20,12.0,20.20,0.00,0.00,16.0,12.2,97,92,95
2022-10-02,9.10,11.0,9.10,0.00,0.00,15.7,11.0,96,90,94
2022-10-03,9.10,12.0,9.10,0.00,0.00,12.3,8.1,94,67,86
2022-10-04,1.90,4.0,1.90,0.00,0.00,11.1,7.9,94,84,90
2022-10-05,0.40,1.0,0.40,0.00,0.00,17.1,9.7,97,73,89
2022-10-06,0.00,0.0,0.00,0.00,0.00,25.3,10.7,90,36,68
2022-10-07,0.00,0.0,0.00,0.00,0.00,26.8,10.7,90,27,61
2022-10-08,0.00,0.0,0.00,0.00,0.00,15.1,6.1,80,43,59
2022-10-09,0.00,0.0,0.00,0.00,0.00,18.1,3.4,91,32,64
2022-10-10,0.00,0.0,0.00,0.00,0.00,20.8,4.6,83,32,60
2022-10-11,0.00,0.0,0.00,0.00,0.00,23.0,6.3,88,31,61
2022-10-12,0.00,0.0,0.00,0.00,0.00,22.0,7.9,94,49,73
2022-10-13,14.40,6.0,14.40,0.00,0.00,20.7,13.3,97,78,89
2022-10-14,2.20,2.0,2.20,0.00,0.00,20.2,10.3,97,31,68
2022-10-15,0.00,0.0,0.00,0.00,0.00,24.1,6.7,93,34,65
2022-10-16,0.00,0.0,0.00,0.00,0.00,21.1,10.5,90,38,68
2022-10-17,0.00,0.0,0.00,0.00,0.00,21.1,10.6,93,50,76
2022-10-18,0.00,0.0,0.00,0.00,0.00,12.5,4.3,75,38,50
2022-10-19,0.00,0.0,0.00,0.00,0.00,13.2,2.1,85,37,60
2022-10-20,0.00,0.0,0.00,0.00,0.00,16.3,2.3,91,23,58
2022-10-21,0.00,0.0,0.00,0.00,0.00,19.4,3.2,91,22,58
2022-10-22,0.00,0.0,0.00,0.00,0.00,21.8,4.2,96,34,67
2022-10-23,0.00,0.0,0.00,0.00,0.00,18.3,6.4,96,67,83
2022-10-24,0.00,0.0,0.00,0.00,0.00,17.1,13.3,96,82,91
2022-10-25,0.00,0.0,0.00,0.00,0.00,17.3,14.5,98,87,94
2022-10-26,0.00,0.0,0.00,0.00,0.00,18.8,14.0,98,62,86
2022-10-27,0.00,0.0,0.00,0.00,0.00,18.8,9.1,81,37,58
2022-10-28,0.00,0.0,0.00,0.00,0.00,14.9,6.0,80,60,69
2022-10-29,0.00,0.0,0.00,0.00,0.00,17.1,4.5,90,34,67
2022-10-30,0.00,0.0,0.00,0.00,0.00,17.3,2.5,98,48,77
2022-10-31,1.80,2.0,1.80,0.00,0.00,18.5,9.1,96,76,90
2022-11-01,0.00,0.0,0.00,0.00,0.00,23.0,13.9,100,50,78
2022-11-02,0.00,0.0,0.00,0.00,0.00,20.6,10.5,86,46,70
2022-11-03,0.00,0.0,0.00,0.00,0.00,21.2,8.4,98,44,74
2022-11-04,0.00,0.0,0.00,0.00,0.00,23.9,9.3,100,44,82
2022-11-05,0.00,0.0,0.00,0.00,0.00,26.6,16.1,94,50,75
2022-11-06,0.70,1.0,0.70,0.00,0.00,25.7,19.1,90,54,78
2022-11-07,0.00,0.0,0.00,0.00,0.00,25.9,16.0,93,26,55
2022-11-08,0.00,0.0,0.00,0.00,0.00,15.7,8.7,53,22,40
2022-11-09,0.00,0.0,0.00,0.00,0.00,15.4,4.1,75,38,52
2022-11-10,0.00,0.0,0.00,0.00,0.00,21.1,5.7,95,58,76
2022-11-11,11.40,8.0,11.40,0.00,0.00,22.0,14.7,98,80,90
2022-11-12,1.10,1.0,1.10,0.00,0.00,21.6,13.3,95,49,69
2022-11-13,0.40,1.0,0.40,0.00,0.00,11.3,4.4,75,41,56
2022-11-14,0.00,0.0,0.00,0.00,0.00,9.5,0.9,74,39,56
2022-11-15,15.20,5.0,15.20,0.00,0.00,6.1,-0.3,95,67,87
2022-11-16,0.00,0.0,0.00,0.00,0.00,10.0,3.7,97,50,73
2022-11-17,0.00,0.0,0.00,0.00,0.00,5.9,0.8,68,43,54
2022-11-18,0.00,0.0,0.00,0.00,0.00,8.1,-0.8,77,33,55
2022-11-19,0.00,0.0,0.00,0.00,0.00,7.7,-1.0,78,36,54
2022-11-20,0.00,0.0,0.00,0.00,0.00,3.3,-1.3,63,25,38
2022-11-21,0.00,0.0,0.00,0.00,0.00,8.3,-4.6,77,31,48
2022-11-22,0.00,0.0,0.00,0.00,0.00,14.1,-1.8,75,20,44
2022-11-23,0.00,0.0,0.00,0.00,0.00,16.3,-1.9,77,22,49
2022-11-24,0.00,0.0,0.00,0.00,0.00,16.2,-1.5,91,29,58
2022-11-25,0.00,0.0,0.00,0.00,0.00,15.9,5.1,95,41,69
2022-11-26,0.00,0.0,0.00,0.00,0.00,15.7,2.3,80,29,53
