latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.884567,-76.993355,30.0,-18000,America/New_York,GMT-5

time,precipitation_sum (mm),precipitation_hours (h),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%)
2022-01-23,0.00,0.0,0.00,0.00,0.00,3.9,-6.2,72,33,54
2022-01-24,0.00,0.0,0.00,0.00,0.00,4.4,-1.1,75,50,65
2022-01-25,0.00,0.0,0.00,0.00,0.00,8.4,-1.1,79,49,62
2022-01-26,0.00,0.0,0.00,0.00,0.00,0.4,-5.2,62,35,46
2022-01-27,0.00,0.0,0.00,0.00,0.00,1.8,-8.9,79,41,60
2022-01-28,3.20,8.0,1.60,0.00,1.12,3.9,-0.5,96,52,74
2022-01-29,0.40,1.0,0.10,0.00,0.21,-0.4,-6.7,95,32,58
2022-01-30,0.00,0.0,0.00,0.00,0.00,-1.2,-9.6,63,40,49
2022-01-31,0.00,0.0,0.00,0.00,0.00,2.2,-6.9,80,50,64
2022-02-01,0.00,0.0,0.00,0.00,0.00,5.3,-5.8,86,57,71
2022-02-02,0.00,0.0,0.00,0.00,0.00,9.2,-3.0,98,60,81
2022-02-03,5.60,9.0,5.60,0.00,0.00,14.5,4.3,98,84,94
2022-02-04,13.00,12.0,13.00,0.00,0.00,15.6,1.1,97,77,89
2022-02-05,0.00,0.0,0.00,0.00,0.00,0.6,-3.0,78,45,57
2022-02-06,0.00,0.0,0.00,0.00,0.00,2.0,-6.8,83,42,60
2022-02-07,4.90,6.0,4.90,0.00,0.00,6.0,-1.3,95,60,79
2022-02-08,0.00,0.0,0.00,0.00,0.00,8.1,-0.6,87,33,61
2022-02-09,0.00,0.0,0.00,0.00,0.00,13.1,-3.2,90,32,61
2022-02-10,0.00,0.0,0.00,0.00,0.00,15.2,2.0,75,28,52
2022-02-11,0.00,0.0,0.00,0.00,0.00,19.7,-0.1,78,20,47
2022-02-12,0.00,0.0,0.00,0.00,0.00,14.9,7.7,55,36,44
2022-02-13,4.20,9.0,2.00,0.00,1.54,6.1,-2.0,92,62,80
2022-02-14,0.00,0.0,0.00,0.00,0.00,-1.1,-4.3,76,37,54
2022-02-15,0.00,0.0,0.00,0.00,0.00,3.6,-6.7,75,37,55
2022-02-16,0.00,0.0,0.00,0.00,0.00,12.0,-2.6,87,40,63
2022-02-17,0.00,0.0,0.00,0.00,0.00,19.9,7.6,71,48,62
2022-02-18,14.80,1.0,14.80,0.00,0.00,18.0,-0.7,84,40,58
2022-02-19,0.00,0.0,0.00,0.00,0.00,8.2,-2.8,75,28,49
2022-02-20,0.00,0.0,0.00,0.00,0.00,6.0,-7.0,62,25,42
2022-02-21,0.00,0.0,0.00,0.00,0.00,19.1,-0.7,66,15,42
2022-02-22,0.40,1.0,0.40,0.00,0.00,18.7,5.5,94,65,80
2022-02-23,0.40,1.0,0.40,0.00,0.00,22.9,5.8,84,36,64
2022-02-24,3.40,4.0,2.60,0.00,0.56,5.1,-0.3,97,59,78
2022-02-25,3.60,3.0,3.40,0.00,0.14,13.1,0.0,97,43,79
2022-02-26,0.00,0.0,0.00,0.00,0.00,5.5,-0.2,67,45,57
2022-02-27,0.00,0.0,0.00,0.00,0.00,12.6,0.5,71,21,44
2022-02-28,0.00,0.0,0.00,0.00,0.00,9.7,1.5,72,27,46
2022-03-01,0.00,0.0,0.00,0.00,0.00,12.0,-0.8,85,43,65
2022-03-02,0.00,0.0,0.00,0.00,0.00,16.7,2.7,85,38,58
2022-03-03,0.00,0.0,0.00,0.00,0.00,12.6,1.1,78,25,50
2022-03-04,0.00,0.0,0.00,0.00,0.00,7.5,-2.3,55,33,44
2022-03-05,0.00,0.0,0.00,0.00,0.00,16.0,0.2,85,44,64
2022-03-06,0.00,0.0,0.00,0.00,0.00,25.1,8.1,86,48,67
2022-03-07,3.60,1.0,3.60,0.00,0.00,25.8,13.1,75,45,61
2022-03-08,0.00,0.0,0.00,0.00,0.00,11.0,5.2,63,38,52
2022-03-09,12.00,10.0,12.00,0.00,0.00,6.7,3.7,96,60,88
2022-03-10,0.00,0.0,0.00,0.00,0.00,10.5,1.0,93,40,68
2022-03-11,0.00,0.0,0.00,0.00,0.00,16.5,1.3,98,47,72
2022-03-12,15.50,11.0,8.20,0.00,5.11,9.3,-3.7,95,49,79
2022-03-13,0.00,0.0,0.00,0.00,0.00,6.3,-5.0,61,31,45
2022-03-14,0.00,0.0,0.00,0.00,0.00,16.8,-1.4,84,29,50
2022-03-15,0.00,0.0,0.00,0.00,0.00,21.5,3.8,77,24,47
2022-03-16,0.00,0.0,0.00,0.00,0.00,22.7,6.1,76,24,49
2022-03-17,10.20,6.0,10.20,0.00,0.00,15.2,9.1,100,63,91
2022-03-18,0.00,0.0,0.00,0.00,0.00,23.5,8.3,100,42,78
2022-03-19,0.00,0.0,0.00,0.00,0.00,24.1,14.8,84,40,65
2022-03-20,0.00,0.0,0.00,0.00,0.00,15.7,8.5,67,43,52
2022-03-21,0.00,0.0,0.00,0.00,0.00,21.2,5.0,62,28,40
2022-03-22,0.00,0.0,0.00,0.00,0.00,20.8,7.3,78,31,53
2022-03-23,6.30,6.0,6.30,0.00,0.00,11.7,7.6,95,49,73
2022-03-24,26.30,6.0,26.30,0.00,0.00,12.7,10.1,98,87,93
2022-03-25,0.00,0.0,0.00,0.00,0.00,16.5,8.1,95,36,61
2022-03-26,0.00,0.0,0.00,0.00,0.00,11.1,4.1,65,36,55
2022-03-27,0.00,0.0,0.00,0.00,0.00,5.2,-0.2,72,45,55
2022-03-28,0.00,0.0,0.00,0.00,0.00,3.2,-1.9,57,31,45
2022-03-29,0.00,0.0,0.00,0.00,0.00,7.2,-3.2,52,23,40
2022-03-30,0.00,0.0,0.00,0.00,0.00,14.7,-0.1,78,35,53
2022-03-31,7.20,2.0,7.20,0.00,0.00,22.6,10.6,84,61,73
2022-04-01,0.00,0.0,0.00,0.00,0.00,17.1,5.7,84,39,58
2022-04-02,0.00,0.0,0.00,0.00,0.00,14.2,2.8,64,25,49
2022-04-03,0.00,0.0,0.00,0.00,0.00,14.9,5.8,83,36,59
2022-04-04,0.00,0.0,0.00,0.00,0.00,13.2,1.9,72,33,49
2022-04-05,2.90,3.0,2.90,0.00,0.00,12.4,8.4,96,55,86
2022-04-06,12.20,5.0,12.20,0.00,0.00,15.5,11.0,96,74,90
2022-04-07,5.10,5.0,5.10,0.00,0.00,11.7,8.4,96,88,94
2022-04-08,0.40,1.0,0.40,0.00,0.00,17.8,5.8,90,24,61
2022-04-09,0.00,0.0,0.00,0.00,0.00,12.7,5.9,92,39,64
2022-04-10,0.00,0.0,0.00,0.00,0.00,11.9,4.1,78,35,56
2022-04-11,0.00,0.0,0.00,0.00,0.00,19.1,1.5,85,35,57
2022-04-12,0.00,0.0,0.00,0.00,0.00,26.0,10.6,76,39,59
2022-04-13,0.00,0.0,0.00,0.00,0.00,29.9,12.8,87,29,56
2022-04-14,0.00,0.0,0.00,0.00,0.00,28.5,14.9,65,30,47
2022-04-15,0.00,0.0,0.00,0.00,0.00,22.0,7.7,61,17,32
2022-04-16,0.40,1.0,0.40,0.00,0.00,26.4,13.9,65,27,42
2022-04-17,0.00,0.0,0.00,0.00,0.00,14.6,5.8,64,30,45
2022-04-18,8.90,10.0,8.90,0.00,0.00,8.2,4.1,96,54,74
2022-04-19,0.00,0.0,0.00,0.00,0.00,10.8,3.9,94,35,59
2022-04-20,0.00,0.0,0.00,0.00,0.00,17.1,3.2,75,23,50
2022-04-21,0.00,0.0,0.00,0.00,0.00,20.0,7.6,80,41,60
2022-04-22,0.00,0.0,0.00,0.00,0.00,24.6,9.2,85,23,50
2022-04-23,0.00,0.0,0.00,0.00,0.00,25.4,9.7,82,37,57
2022-04-24,0.00,0.0,0.00,0.00,0.00,27.1,11.5,88,44,65
2022-04-25,0.00,0.0,0.00,0.00,0.00,21.2,11.8,92,63,78
2022-04-26,0.00,0.0,0.00,0.00,0.00,21.3,13.2,97,63,87
2022-04-27,0.00,0.0,0.00,0.00,0.00,15.7,6.0,69,31,46
2022-04-28,0.00,0.0,0.00,0.00,0.00,15.1,2.4,65,22,44
2022-04-29,0.00,0.0,0.00,0.00,0.00,19.1,3.1,69,16,37
2022-04-30,0.00,0.0,0.00,0.00,0.00,20.6,4.7,62,18,37
2022-05-01,0.70,1.0,0.70,0.00,0.00,18.7,9.9,90,54,76
2022-05-02,0.00,0.0,0.00,0.00,0.00,26.2,11.5,97,36,66
2022-05-03,0.00,0.0,0.00,0.00,0.00,23.0,13.5,100,60,80
2022-05-04,2.20,2.0,2.20,0.00,0.00,23.7,13.2,99,70,88
2022-05-05,0.00,0.0,0.00,0.00,0.00,18.9,13.6,88,62,76
2022-05-06,19.90,9.0,19.90,0.00,0.00,16.9,11.2,96,85,91
2022-05-07,16.60,10.0,16.60,0.00,0.00,11.7,7.4,99,91,94
2022-05-08,0.00,0.0,0.00,0.00,0.00,12.5,6.4,92,47,73
2022-05-09,0.00,0.0,0.00,0.00,0.00,21.4,5.0,90,17,47
2022-05-10,0.00,0.0,0.00,0.00,0.00,23.2,8.5,72,24,41
2022-05-11,0.00,0.0,0.00,0.00,0.00,22.5,9.2,79,38,58
2022-05-12,0.00,0.0,0.00,0.00,0.00,22.5,12.7,93,71,83
2022-05-13,0.40,1.0,0.40,0.00,0.00,23.3,16.8,99,76,91
2022-05-14,0.40,1.0,0.40,0.00,0.00,21.6,18.5,98,85,93
2022-05-15,0.00,0.0,0.00,0.00,0.00,27.8,17.8,100,53,85
2022-05-16,25.30,3.0,25.30,0.00,0.00,26.8,16.2,98,54,83
2022-05-17,0.00,0.0,0.00,0.00,0.00,27.8,13.0,82,22,50
2022-05-18,0.00,0.0,0.00,0.00,0.00,24.3,12.7,69,31,49
2022-05-19,1.10,1.0,1.10,0.00,0.00,29.6,15.6,95,32,65
2022-05-20,0.00,0.0,0.00,0.00,0.00,32.1,17.3,85,48,64
2022-05-21,0.00,0.0,0.00,0.00,0.00,33.9,22.9,74,40,55
2022-05-22,21.60,2.0,21.60,0.00,0.00,32.0,21.4,96,51,76
2022-05-23,0.00,0.0,0.00,0.00,0.00,23.4,16.1,92,41,66
2022-05-24,1.10,2.0,1.10,0.00,0.00,17.4,13.9,98,65,84
2022-05-25,0.00,0.0,0.00,0.00,0.00,22.7,12.1,89,42,65
2022-05-26,0.00,0.0,0.00,0.00,0.00,22.6,15.0,93,58,80
2022-05-27,1.10,2.0,1.10,0.00,0.00,25.9,18.9,96,75,90
2022-05-28,0.00,0.0,0.00,0.00,0.00,25.0,17.0,96,45,69
2022-05-29,0.00,0.0,0.00,0.00,0.00,28.2,15.1,95,38,62
2022-05-30,0.00,0.0,0.00,0.00,0.00,33.0,17.1,87,40,63
2022-05-31,0.00,0.0,0.00,0.00,0.00,35.1,20.1,90,30,58
2022-06-01,0.00,0.0,0.00,0.00,0.00,34.2,23.0,81,39,58
2022-06-02,61.60,4.0,61.60,0.00,0.00,30.7,21.5,98,54,81
2022-06-03,0.00,0.0,0.00,0.00,0.00,24.6,17.3,96,39,66
2022-06-04,0.00,0.0,0.00,0.00,0.00,29.6,14.0,86,22,48
2022-06-05,0.00,0.0,0.00,0.00,0.00,26.8,15.4,68,31,46
2022-06-06,0.00,0.0,0.00,0.00,0.00,27.6,13.3,86,31,53
2022-06-07,0.00,0.0,0.00,0.00,0.00,26.7,16.1,96,60,81
2022-06-08,1.10,1.0,1.10,0.00,0.00,31.0,19.2,96,51,77
2022-06-09,1.10,2.0,1.10,0.00,0.00,28.6,18.6,96,37,63
2022-06-10,0.00,0.0,0.00,0.00,0.00,27.5,14.2,85,33,57
2022-06-11,0.00,0.0,0.00,0.00,0.00,22.1,18.2,91,56,80
2022-06-12,8.60,2.0,8.60,0.00,0.00,27.8,17.9,95,62,81
2022-06-13,0.00,0.0,0.00,0.00,0.00,33.8,21.4,93,46,72
2022-06-14,0.00,0.0,0.00,0.00,0.00,27.1,21.7,96,72,85
2022-06-15,0.00,0.0,0.00,0.00,0.00,32.8,19.4,96,39,67
2022-06-16,0.00,0.0,0.00,0.00,0.00,29.9,21.6,83,63,72
2022-06-17,0.00,0.0,0.00,0.00,0.00,36.3,21.0,88,25,57
2022-06-18,0.00,0.0,0.00,0.00,0.00,24.7,18.7,63,27,45
2022-06-19,0.00,0.0,0.00,0.00,0.00,25.7,12.9,59,25,38
2022-06-20,0.00,0.0,0.00,0.00,0.00,27.5,12.4,68,20,42
2022-06-21,0.00,0.0,0.00,0.00,0.00,28.3,17.6,74,42,55
2022-06-22,3.50,3.0,3.50,0.00,0.00,31.0,19.5,96,55,76
2022-06-23,1.10,1.0,1.10,0.00,0.00,21.7,18.3,97,79,90
2022-06-24,0.00,0.0,0.00,0.00,0.00,28.2,16.1,100,51,76
2022-06-25,0.00,0.0,0.00,0.00,0.00,31.3,18.4,97,47,70
2022-06-26,0.40,1.0,0.40,0.00,0.00,31.9,21.0,82,46,67
2022-06-27,0.00,0.0,0.00,0.00,0.00,27.4,22.0,90,51,73
2022-06-28,0.00,0.0,0.00,0.00,0.00,27.9,16.1,74,35,49
2022-06-29,0.00,0.0,0.00,0.00,0.00,30.0,16.5,87,45,62
2022-06-30,0.00,0.0,0.00,0.00,0.00,32.3,20.6,98,31,63
2022-07-01,0.00,0.0,0.00,0.00,0.00,33.0,22.3,90,51,71
2022-07-02,2.20,1.0,2.20,0.00,0.00,31.5,22.6,96,60,73
2022-07-03,7.20,1.0,7.20,0.00,0.00,30.8,22.3,97,36,71
2022-07-04,0.00,0.0,0.00,0.00,0.00,31.7,19.0,86,28,54
2022-07-05,1.10,2.0,1.10,0.00,0.00,28.8,20.8,94,60,80
2022-07-06,0.00,0.0,0.00,0.00,0.00,33.8,22.5,90,41,70
2022-07-07,4.30,1.0,4.30,0.00,0.00,27.1,22.1,97,69,86
2022-07-08,0.00,0.0,0.00,0.00,0.00,30.7,20.1,95,59,77
2022-07-09,197.00,7.0,197.00,0.00,0.00,24.0,20.6,98,85,93
2022-07-10,0.00,0.0,0.00,0.00,0.00,26.1,19.7,95,57,76
2022-07-11,0.00,0.0,0.00,0.00,0.00,28.3,17.3,98,42,67
2022-07-12,23.80,1.0,23.80,0.00,0.00,32.5,19.1,92,52,78
2022-07-13,0.00,0.0,0.00,0.00,0.00,31.1,20.3,94,52,75
2022-07-14,0.00,0.0,0.00,0.00,0.00,31.1,20.3,88,40,69
2022-07-15,0.00,0.0,0.00,0.00,0.00,31.0,21.9,92,35,70
2022-07-16,0.00,0.0,0.00,0.00,0.00,29.4,21.5,96,64,84
2022-07-17,0.00,0.0,0.00,0.00,0.00,29.1,21.4,98,72,85
2022-07-18,0.00,0.0,0.00,0.00,0.00,32.5,22.8,94,55,80
2022-07-19,0.00,0.0,0.00,0.00,0.00,32.4,23.2,89,46,70
2022-07-20,0.00,0.0,0.00,0.00,0.00,32.0,21.8,93,52,72
2022-07-21,46.80,1.0,46.80,0.00,0.00,33.1,24.6,87,46,73
2022-07-22,0.00,0.0,0.00,0.00,0.00,34.4,23.3,82,36,63
2022-07-23,1.10,1.0,1.10,0.00,0.00,35.4,23.4,84,37,61
2022-07-24,0.00,0.0,0.00,0.00,0.00,34.7,22.2,85,39,66
2022-07-25,1.50,2.0,1.50,0.00,0.00,32.1,23.5,92,62,78
2022-07-26,0.00,0.0,0.00,0.00,0.00,25.8,22.3,94,68,82
2022-07-27,0.00,0.0,0.00,0.00,0.00,30.8,22.5,93,59,79
2022-07-28,0.00,0.0,0.00,0.00,0.00,32.9,22.8,93,51,76
2022-07-29,6.50,1.0,6.50,0.00,0.00,29.8,21.5,100,63,85
2022-07-30,0.00,0.0,0.00,0.00,0.00,30.5,21.7,94,39,66
2022-07-31,1.10,2.0,1.10,0.00,0.00,29.5,20.8,96,55,77
2022-08-01,0.00,0.0,0.00,0.00,0.00,30.5,21.3,96,50,78
2022-08-02,0.00,0.0,0.00,0.00,0.00,33.4,22.4,95,39,67
2022-08-03,0.00,0.0,0.00,0.00,0.00,34.2,21.9,89,41,61
2022-08-04,0.70,1.0,0.70,0.00,0.00,36.1,22.2,96,42,75
2022-08-05,4.70,2.0,4.70,0.00,0.00,31.4,22.0,97,60,88
2022-08-06,0.00,0.0,0.00,0.00,0.00,31.0,21.6,95,59,80
2022-08-07,0.00,0.0,0.00,0.00,0.00,33.1,22.8,92,51,76
2022-08-08,45.00,1.0,45.00,0.00,0.00,31.1,24.0,100,65,82
2022-08-09,0.00,0.0,0.00,0.00,0.00,34.9,23.4,90,45,72
2022-08-10,5.80,5.0,5.80,0.00,0.00,33.8,22.1,98,50,83
2022-08-11,6.10,1.0,6.10,0.00,0.00,30.9,22.0,97,36,72
2022-08-12,0.00,0.0,0.00,0.00,0.00,29.7,19.1,81,28,56
2022-08-13,0.00,0.0,0.00,0.00,0.00,29.1,16.2,79,23,52
2022-08-14,0.40,1.0,0.40,0.00,0.00,28.4,18.7,94,36,66
2022-08-15,0.40,1.0,0.40,0.00,0.00,26.3,18.8,94,49,82
2022-08-16,0.00,0.0,0.00,0.00,0.00,27.7,18.6,94,36,67
2022-08-17,0.00,0.0,0.00,0.00,0.00,28.6,16.7,91,40,76
2022-08-18,0.00,0.0,0.00,0.00,0.00,29.2,16.5,93,40,68
2022-08-19,0.00,0.0,0.00,0.00,0.00,31.3,19.1,93,46,72
2022-08-20,0.00,0.0,0.00,0.00,0.00,31.3,20.3,94,45,70
2022-08-21,10.10,3.0,10.10,0.00,0.00,26.5,21.3,96,76,88
2022-08-22,45.40,1.0,45.40,0.00,0.00,28.9,22.6,97,64,86
2022-08-23,0.00,0.0,0.00,0.00,0.00,30.2,20.2,90,46,72
2022-08-24,0.00,0.0,0.00,0.00,0.00,31.9,19.2,85,37,62
2022-08-25,0.00,0.0,0.00,0.00,0.00,31.4,19.7,88,50,74
2022-08-26,0.00,0.0,0.00,0.00,0.00,33.1,22.5,94,37,68
2022-08-27,0.00,0.0,0.00,0.00,0.00,32.1,22.5,85,46,68
2022-08-28,0.00,0.0,0.00,0.00,0.00,31.5,21.8,95,52,76
2022-08-29,0.00,0.0,0.00,0.00,0.00,33.1,23.1,97,47,75
2022-08-30,3.60,1.0,3.60,0.00,0.00,33.7,22.5,94,41,80
2022-08-31,0.00,0.0,0.00,0.00,0.00,28.8,19.8,92,38,64
2022-09-01,0.00,0.0,0.00,0.00,0.00,30.9,17.5,84,30,57
2022-09-02,0.00,0.0,0.00,0.00,0.00,30.0,18.6,81,38,62
2022-09-03,0.00,0.0,0.00,0.00,0.00,30.5,20.6,90,50,70
2022-09-04,0.00,0.0,0.00,0.00,0.00,31.4,20.7,94,47,72
2022-09-05,22.70,1.0,22.70,0.00,0.00,29.5,22.1,89,54,77
2022-09-06,27.00,9.0,27.00,0.00,0.00,27.8,21.5,98,67,87
2022-09-07,5.00,2.0,5.00,0.00,0.00,22.8,20.4,96,85,92
2022-09-08,0.00,0.0,0.00,0.00,0.00,25.3,19.2,94,52,79
2022-09-09,0.00,0.0,0.00,0.00,0.00,28.4,16.5,94,34,68
2022-09-10,0.00,0.0,0.00,0.00,0.00,27.1,16.1,96,55,79
2022-09-11,1.20,3.0,1.20,0.00,0.00,26.7,21.4,97,81,90
2022-09-12,0.70,1.0,0.70,0.00,0.00,28.1,22.1,99,72,90
2022-09-13,0.00,0.0,0.00,0.00,0.00,27.5,19.5,95,34,66
2022-09-14,0.00,0.0,0.00,0.00,0.00,26.3,14.6,85,43,64
2022-09-15,0.00,0.0,0.00,0.00,0.00,27.1,16.3,85,41,65
2022-09-16,0.00,0.0,0.00,0.00,0.00,27.2,12.4,95,35,66
2022-09-17,0.00,0.0,0.00,0.00,0.00,28.0,14.7,100,33,69
2022-09-18,0.00,0.0,0.00,0.00,0.00,28.5,16.3,96,45,71
2022-09-19,0.00,0.0,0.00,0.00,0.00,30.0,18.5,89,43,67
2022-09-20,0.00,0.0,0.00,0.00,0.00,29.0,18.3,86,38,61
2022-09-21,0.00,0.0,0.00,0.00,0.00,29.2,16.0,91,44,67
2022-09-22,0.00,0.0,0.00,0.00,0.00,26.6,15.9,86,34,64
2022-09-23,0.00,0.0,0.00,0.00,0.00,19.8,11.2,69,31,50
2022-09-24,0.00,0.0,0.00,0.00,0.00,20.9,9.5,83,35,62
2022-09-25,0.00,0.0,0.00,0.00,0.00,26.4,14.1,87,49,73
2022-09-26,0.00,0.0,0.00,0.00,0.00,25.1,14.4,90,36,60
2022-09-27,0.00,0.0,0.00,0.00,0.00,21.7,13.3,62,33,45
2022-09-28,0.00,0.0,0.00,0.00,0.00,20.3,9.3,83,46,65
2022-09-29,0.00,0.0,0.00,0.00,0.00,20.2,11.1,82,44,66
2022-09-30,6.90,3.0,6.90,0.00,0.00,16.4,11.3,92,75,80
2022-10-01,21.30,10.0,21.30,0.00,0.00,16.2,12.4,97,92,94
2022-10-02,9.10,9.0,9.10,0.00,0.00,15.8,11.1,96,89,93
2022-10-03,8.80,12.0,8.80,0.00,0.00,12.3,8.1,94,67,85
2022-10-04,1.60,4.0,1.60,0.00,0.00,11.1,8.0,93,82,90
2022-10-05,1.10,2.0,1.10,0.00,0.00,17.3,9.7,97,75,88
2022-10-06,0.00,0.0,0.00,0.00,0.00,24.9,10.8,89,37,67
2022-10-07,0.00,0.0,0.00,0.00,0.00,26.7,11.0,87,28,60
2022-10-08,0.00,0.0,0.00,0.00,0.00,14.8,6.2,79,43,61
2022-10-09,0.00,0.0,0.00,0.00,0.00,18.2,3.4,87,30,62
2022-10-10,0.00,0.0,0.00,0.00,0.00,20.8,5.4,79,30,58
2022-10-11,0.00,0.0,0.00,0.00,0.00,23.0,6.7,86,30,61
2022-10-12,0.00,0.0,0.00,0.00,0.00,22.0,8.2,90,49,72
2022-10-13,14.80,6.0,14.80,0.00,0.00,20.8,13.4,95,77,87
2022-10-14,1.10,1.0,1.10,0.00,0.00,20.0,10.3,94,34,68
2022-10-15,0.00,0.0,0.00,0.00,0.00,24.1,7.1,92,32,64
2022-10-16,0.00,0.0,0.00,0.00,0.00,21.1,10.9,89,38,67
2022-10-17,0.00,0.0,0.00,0.00,0.00,21.3,10.1,92,52,75
2022-10-18,0.00,0.0,0.00,0.00,0.00,12.5,4.2,73,38,51
2022-10-19,0.00,0.0,0.00,0.00,0.00,13.3,2.3,83,36,60
2022-10-20,0.00,0.0,0.00,0.00,0.00,16.3,2.4,90,24,58
2022-10-21,0.00,0.0,0.00,0.00,0.00,19.3,3.6,90,21,59
2022-10-22,0.00,0.0,0.00,0.00,0.00,21.7,4.7,96,33,68
2022-10-23,0.00,0.0,0.00,0.00,0.00,18.3,6.9,94,66,84
2022-10-24,0.00,0.0,0.00,0.00,0.00,17.3,13.2,96,81,90
2022-10-25,0.00,0.0,0.00,0.00,0.00,17.5,14.5,98,85,93
2022-10-26,0.00,0.0,0.00,0.00,0.00,18.7,14.0,97,64,85
2022-10-27,0.00,0.0,0.00,0.00,0.00,18.7,8.8,82,35,59
2022-10-28,0.00,0.0,0.00,0.00,0.00,14.7,5.9,79,62,71
2022-10-29,0.00,0.0,0.00,0.00,0.00,17.2,4.9,90,32,66
2022-10-30,0.00,0.0,0.00,0.00,0.00,17.3,2.9,98,48,76
2022-10-31,1.50,2.0,1.50,0.00,0.00,18.8,9.8,96,73,89
2022-11-01,0.00,0.0,0.00,0.00,0.00,23.2,14.0,100,48,78
2022-11-02,0.00,0.0,0.00,0.00,0.00,20.5,11.1,87,46,70
2022-11-03,0.00,0.0,0.00,0.00,0.00,21.2,9.1,99,43,74
2022-11-04,0.00,0.0,0.00,0.00,0.00,22.8,9.7,100,50,83
2022-11-05,0.00,0.0,0.00,0.00,0.00,26.4,16.1,94,49,75
2022-11-06,1.40,1.0,1.40,0.00,0.00,25.6,19.1,90,54,78
2022-11-07,0.00,0.0,0.00,0.00,0.00,25.9,15.2,92,25,55
2022-11-08,0.00,0.0,0.00,0.00,0.00,15.8,8.6,52,23,40
2022-11-09,0.00,0.0,0.00,0.00,0.00,15.4,4.2,73,38,53
2022-11-10,0.00,0.0,0.00,0.00,0.00,21.1,6.1,92,56,74
2022-11-11,8.40,7.0,8.40,0.00,0.00,22.1,15.1,95,77,89
2022-11-12,0.40,1.0,0.40,0.00,0.00,21.6,13.4,94,49,69
2022-11-13,0.40,1.0,0.40,0.00,0.00,11.5,4.0,73,41,56
2022-11-14,0.00,0.0,0.00,0.00,0.00,9.5,1.0,77,39,57
2022-11-15,16.20,5.0,16.20,0.00,0.00,6.2,0.0,95,65,85
2022-11-16,0.00,0.0,0.00,0.00,0.00,10.2,3.7,97,50,73
2022-11-17,0.00,0.0,0.00,0.00,0.00,6.0,1.0,70,44,54
2022-11-18,0.00,0.0,0.00,0.00,0.00,8.0,-0.7,75,35,54
2022-11-19,0.00,0.0,0.00,0.00,0.00,7.7,-0.9,73,36,53
2022-11-20,0.00,0.0,0.00,0.00,0.00,3.5,-1.2,60,22,38
2022-11-21,0.00,0.0,0.00,0.00,0.00,8.4,-4.5,72,31,46
2022-11-22,0.00,0.0,0.00,0.00,0.00,14.1,-1.2,68,19,42
2022-11-23,0.00,0.0,0.00,0.00,0.00,16.4,-1.2,73,22,48
2022-11-24,0.00,0.0,0.00,0.00,0.00,16.1,-0.1,89,29,58
2022-11-25,0.00,0.0,0.00,0.00,0.00,15.9,5.3,93,43,68
2022-11-26,0.00,0.0,0.00,0.00,0.00,15.7,2.3,79,28,53
