latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.884567,-76.993355,30.0,-18000,America/New_York,GMT-5

time,precipitation_sum (mm),precipitation_hours (h),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%)
2022-11-27,2.20,1.0,2.20,0.00,0.00,14.1,6.0,94,52,79
2022-11-28,0.00,0.0,0.00,0.00,0.00,12.3,6.9,92,51,68
2022-11-29,0.00,0.0,0.00,0.00,0.00,11.1,1.5,91,54,71
2022-11-30,0.80,2.0,0.80,0.00,0.00,14.0,4.9,93,31,71
2022-12-01,0.00,0.0,0.00,0.00,0.00,6.9,1.4,60,35,45
2022-12-02,0.00,0.0,0.00,0.00,0.00,9.6,-1.6,87,37,60
2022-12-03,3.60,2.0,3.60,0.00,0.00,15.8,6.3,93,43,75
2022-12-04,0.00,0.0,0.00,0.00,0.00,8.1,-0.6,76,29,57
2022-12-05,0.00,0.0,0.00,0.00,0.00,10.3,-3.3,91,36,67
2022-12-06,2.50,2.0,2.50,0.00,0.00,10.3,1.3,96,82,91
2022-12-07,0.70,1.0,0.70,0.00,0.00,13.1,10.4,97,90,94
2022-12-08,0.00,0.0,0.00,0.00,0.00,13.4,8.4,97,58,76
2022-12-09,0.00,0.0,0.00,0.00,0.00,9.4,1.5,78,41,63
2022-12-10,0.00,0.0,0.00,0.00,0.00,6.8,-0.5,92,51,72
2022-12-11,0.00,0.0,0.00,0.00,0.00,7.4,3.4,95,75,89
2022-12-12,0.00,0.0,0.00,0.00,0.00,5.6,2.8,89,63,71
2022-12-13,0.00,0.0,0.00,0.00,0.00,5.6,-0.9,79,42,64
2022-12-14,0.00,0.0,0.00,0.00,0.00,5.3,-1.8,90,42,63
2022-12-15,33.50,18.0,32.80,0.00,0.49,8.7,0.2,97,59,89
2022-12-16,0.00,0.0,0.00,0.00,0.00,9.9,2.9,96,51,76
2022-12-17,0.00,0.0,0.00,0.00,0.00,7.8,1.1,84,40,61
2022-12-18,0.00,0.0,0.00,0.00,0.00,5.0,-0.6,79,45,61
2022-12-19,0.00,0.0,0.00,0.00,0.00,4.7,-2.9,75,48,63
2022-12-20,0.00,0.0,0.00,0.00,0.00,4.9,-1.8,77,46,65
2022-12-21,0.00,0.0,0.00,0.00,0.00,6.8,-4.1,89,50,73
2022-12-22,34.80,12.0,34.80,0.00,0.00,13.3,0.1,95,83,90
2022-12-23,1.80,3.0,1.40,0.00,0.28,12.9,-11.0,96,41,68
2022-12-24,0.00,0.0,0.00,0.00,0.00,-6.6,-13.3,64,38,48
2022-12-25,0.00,0.0,0.00,0.00,0.00,-0.6,-12.3,79,40,58
2022-12-26,0.00,0.0,0.00,0.00,0.00,0.4,-7.4,67,40,53
2022-12-27,0.00,0.0,0.00,0.00,0.00,5.9,-2.2,83,33,58
2022-12-28,0.00,0.0,0.00,0.00,0.00,10.7,-4.4,89,33,61
2022-12-29,0.00,0.0,0.00,0.00,0.00,13.4,-0.9,92,30,61
2022-12-30,0.00,0.0,0.00,0.00,0.00,19.2,-0.1,93,41,69
2022-12-31,8.70,5.0,8.70,0.00,0.00,13.9,7.4,99,85,94
