latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.89648,-77.06097,26.0,-18000,America/New_York,GMT-5

time,precipitation_sum (mm),precipitation_hours (h),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%)
2022-01-29,0.00,0.0,0.00,0.00,0.00,-0.6,-6.4,91,33,58
2022-01-30,0.00,0.0,0.00,0.00,0.00,-0.4,-9.3,63,38,48
2022-01-31,0.00,0.0,0.00,0.00,0.00,2.4,-6.8,78,51,63
2022-02-01,0.00,0.0,0.00,0.00,0.00,5.6,-6.0,81,54,70
2022-02-02,0.00,0.0,0.00,0.00,0.00,9.3,-2.7,96,56,80
2022-02-03,7.10,9.0,7.10,0.00,0.00,13.9,4.6,98,88,95
2022-02-04,11.20,12.0,11.20,0.00,0.00,15.4,0.9,96,77,89
2022-02-05,0.00,0.0,0.00,0.00,0.00,0.7,-4.2,77,39,55
2022-02-06,0.00,0.0,0.00,0.00,0.00,2.6,-6.8,78,39,56
2022-02-07,4.30,6.0,4.30,0.00,0.00,6.4,-1.1,93,57,75
2022-02-08,0.00,0.0,0.00,0.00,0.00,8.9,-0.9,88,27,58
2022-02-09,0.00,0.0,0.00,0.00,0.00,13.4,-3.5,89,35,59
2022-02-10,0.00,0.0,0.00,0.00,0.00,15.5,1.4,80,26,49
2022-02-11,0.00,0.0,0.00,0.00,0.00,19.7,-0.4,76,21,48
2022-02-12,0.00,0.0,0.00,0.00,0.00,14.9,8.7,55,36,44
2022-02-13,4.20,9.0,2.50,0.00,1.19,6.5,-2.0,93,59,79
2022-02-14,0.00,0.0,0.00,0.00,0.00,-0.8,-4.8,75,35,53
2022-02-15,0.00,0.0,0.00,0.00,0.00,3.9,-7.7,71,36,53
2022-02-16,0.00,0.0,0.00,0.00,0.00,12.1,-2.7,88,41,65
2022-02-17,0.00,0.0,0.00,0.00,0.00,20.0,7.1,75,49,63
2022-02-18,9.70,1.0,9.70,0.00,0.00,18.4,-0.7,85,39,56
2022-02-19,0.00,0.0,0.00,0.00,0.00,8.5,-4.7,78,27,48
2022-02-20,0.00,0.0,0.00,0.00,0.00,6.0,-6.9,63,28,41
2022-02-21,0.00,0.0,0.00,0.00,0.00,19.0,-1.6,68,17,44
2022-02-22,0.70,1.0,0.70,0.00,0.00,19.1,5.6,94,64,80
2022-02-23,0.00,0.0,0.00,0.00,0.00,22.9,5.8,83,37,64
2022-02-24,3.10,5.0,2.60,0.00,0.35,5.3,-0.1,97,58,79
2022-02-25,3.60,2.0,3.30,0.00,0.21,13.0,-0.1,98,42,77
2022-02-26,0.00,0.0,0.00,0.00,0.00,5.9,-0.5,61,43,53
2022-02-27,0.00,0.0,0.00,0.00,0.00,13.0,0.2,72,19,43
2022-02-28,0.00,0.0,0.00,0.00,0.00,10.0,1.7,62,28,43
2022-03-01,0.00,0.0,0.00,0.00,0.00,12.3,-0.8,87,42,66
2022-03-02,0.00,0.0,0.00,0.00,0.00,16.9,3.2,82,39,56
2022-03-03,0.00,0.0,0.00,0.00,0.00,12.7,1.6,78,23,48
2022-03-04,0.00,0.0,0.00,0.00,0.00,7.9,-2.4,58,31,43
2022-03-05,0.00,0.0,0.00,0.00,0.00,15.9,0.2,86,46,64
2022-03-06,0.00,0.0,0.00,0.00,0.00,25.6,7.9,86,46,66
2022-03-07,3.60,2.0,3.60,0.00,0.00,25.6,13.0,79,45,60
2022-03-08,0.00,0.0,0.00,0.00,0.00,11.2,5.3,63,38,51
2022-03-09,13.70,11.0,13.70,0.00,0.00,7.0,3.7,96,52,88
2022-03-10,0.00,0.0,0.00,0.00,0.00,10.8,0.8,95,38,68
2022-03-11,0.00,0.0,0.00,0.00,0.00,16.8,1.3,100,46,71
2022-03-12,15.60,10.0,9.00,0.00,4.62,9.4,-3.6,95,46,78
2022-03-13,0.00,0.0,0.00,0.00,0.00,6.3,-4.9,61,30,44
2022-03-14,0.00,0.0,0.00,0.00,0.00,16.7,-2.2,80,29,50
2022-03-15,0.00,0.0,0.00,0.00,0.00,21.7,3.0,77,23,45
2022-03-16,0.00,0.0,0.00,0.00,0.00,22.4,5.4,81,26,50
2022-03-17,3.70,5.0,3.70,0.00,0.00,15.6,9.4,97,62,89
2022-03-18,0.00,0.0,0.00,0.00,0.00,23.8,7.1,100,42,77
2022-03-19,0.00,0.0,0.00,0.00,0.00,24.7,13.9,86,37,65
2022-03-20,0.00,0.0,0.00,0.00,0.00,16.2,9.6,55,36,46
2022-03-21,0.00,0.0,0.00,0.00,0.00,21.6,5.7,52,28,37
2022-03-22,0.00,0.0,0.00,0.00,0.00,21.2,7.0,73,30,49
2022-03-23,11.50,7.0,11.50,0.00,0.00,11.6,9.1,94,36,69
2022-03-24,61.90,4.0,61.90,0.00,0.00,13.0,10.0,97,89,94
2022-03-25,0.00,0.0,0.00,0.00,0.00,16.8,8.0,93,34,58
2022-03-26,0.00,0.0,0.00,0.00,0.00,11.5,4.4,67,36,51
2022-03-27,0.00,0.0,0.00,0.00,0.00,6.0,-0.3,68,39,50
2022-03-28,0.00,0.0,0.00,0.00,0.00,3.9,-2.3,58,26,42
2022-03-29,0.00,0.0,0.00,0.00,0.00,7.7,-3.5,53,24,40
2022-03-30,0.00,0.0,0.00,0.00,0.00,15.1,-0.0,76,33,53
2022-03-31,6.50,1.0,6.50,0.00,0.00,22.1,10.6,85,60,75
2022-04-01,0.00,0.0,0.00,0.00,0.00,17.2,6.9,85,41,57
2022-04-02,0.00,0.0,0.00,0.00,0.00,14.4,2.8,62,26,45
2022-04-03,0.00,0.0,0.00,0.00,0.00,15.1,6.8,83,39,57
2022-04-04,0.00,0.0,0.00,0.00,0.00,13.3,2.1,66,33,46
2022-04-05,4.40,4.0,4.40,0.00,0.00,12.4,8.3,96,53,86
2022-04-06,13.00,5.0,13.00,0.00,0.00,15.7,10.9,96,76,90
2022-04-07,15.30,8.0,15.30,0.00,0.00,11.9,8.3,97,89,94
2022-04-08,0.40,1.0,0.40,0.00,0.00,17.9,5.7,88,25,61
2022-04-09,0.00,0.0,0.00,0.00,0.00,13.3,6.0,91,39,63
2022-04-10,0.00,0.0,0.00,0.00,0.00,12.2,4.2,76,36,54
2022-04-11,0.00,0.0,0.00,0.00,0.00,19.1,1.9,79,35,56
2022-04-12,0.00,0.0,0.00,0.00,0.00,26.3,10.5,77,38,58
2022-04-13,0.00,0.0,0.00,0.00,0.00,30.3,12.6,87,30,56
2022-04-14,0.00,0.0,0.00,0.00,0.00,28.6,14.7,64,30,46
2022-04-15,0.00,0.0,0.00,0.00,0.00,22.0,8.0,54,17,32
2022-04-16,0.00,0.0,0.00,0.00,0.00,26.5,13.6,63,26,42
2022-04-17,0.00,0.0,0.00,0.00,0.00,14.5,6.0,68,31,45
2022-04-18,6.20,9.0,6.20,0.00,0.00,8.0,3.9,94,55,74
2022-04-19,0.00,0.0,0.00,0.00,0.00,10.8,3.5,92,36,58
2022-04-20,0.00,0.0,0.00,0.00,0.00,17.4,3.2,75,23,48
2022-04-21,0.00,0.0,0.00,0.00,0.00,20.3,7.6,82,42,60
2022-04-22,0.00,0.0,0.00,0.00,0.00,24.5,9.2,87,24,51
2022-04-23,0.00,0.0,0.00,0.00,0.00,26.0,10.0,78,34,55
2022-04-24,0.00,0.0,0.00,0.00,0.00,27.7,11.6,85,43,63
2022-04-25,0.00,0.0,0.00,0.00,0.00,20.8,11.7,91,65,80
2022-04-26,0.40,1.0,0.40,0.00,0.00,21.6,13.1,96,65,86
2022-04-27,0.00,0.0,0.00,0.00,0.00,15.9,6.5,65,32,45
2022-04-28,0.00,0.0,0.00,0.00,0.00,15.1,2.7,63,23,44
2022-04-29,0.00,0.0,0.00,0.00,0.00,19.1,3.3,64,17,36
2022-04-30,0.00,0.0,0.00,0.00,0.00,21.2,5.2,56,19,33
2022-05-01,1.10,1.0,1.10,0.00,0.00,18.2,10.2,92,54,77
2022-05-02,0.00,0.0,0.00,0.00,0.00,26.6,11.6,97,35,66
2022-05-03,0.00,0.0,0.00,0.00,0.00,23.0,13.6,100,63,82
2022-05-04,7.20,1.0,7.20,0.00,0.00,23.4,13.5,99,68,89
2022-05-05,0.00,0.0,0.00,0.00,0.00,19.7,13.5,86,65,75
2022-05-06,13.60,13.0,13.60,0.00,0.00,16.1,11.2,98,87,93
2022-05-07,14.60,11.0,14.60,0.00,0.00,11.6,7.4,96,91,93
2022-05-08,0.00,0.0,0.00,0.00,0.00,13.0,6.4,91,44,72
2022-05-09,0.00,0.0,0.00,0.00,0.00,21.8,5.2,83,19,46
2022-05-10,0.00,0.0,0.00,0.00,0.00,23.7,8.8,70,24,39
2022-05-11,0.00,0.0,0.00,0.00,0.00,23.1,9.6,80,37,54
2022-05-12,0.00,0.0,0.00,0.00,0.00,22.9,13.1,92,73,82
2022-05-13,0.00,0.0,0.00,0.00,0.00,23.3,17.0,98,76,91
2022-05-14,0.40,1.0,0.40,0.00,0.00,21.9,18.7,99,87,93
2022-05-15,0.40,1.0,0.40,0.00,0.00,28.3,17.7,100,55,86
2022-05-16,12.60,3.0,12.60,0.00,0.00,26.1,16.2,97,53,83
2022-05-17,0.00,0.0,0.00,0.00,0.00,28.6,13.0,84,22,48
2022-05-18,0.00,0.0,0.00,0.00,0.00,24.2,13.4,67,34,47
2022-05-19,1.50,2.0,1.50,0.00,0.00,29.8,15.7,95,35,66
2022-05-20,0.00,0.0,0.00,0.00,0.00,31.9,17.3,87,49,65
2022-05-21,0.00,0.0,0.00,0.00,0.00,34.1,23.1,74,43,55
2022-05-22,34.60,3.0,34.60,0.00,0.00,32.5,21.6,94,52,75
2022-05-23,0.00,0.0,0.00,0.00,0.00,23.3,16.0,92,43,66
2022-05-24,0.70,1.0,0.70,0.00,0.00,17.4,13.9,98,66,85
2022-05-25,0.00,0.0,0.00,0.00,0.00,22.7,12.2,88,40,64
2022-05-26,0.00,0.0,0.00,0.00,0.00,22.2,15.1,95,56,81
2022-05-27,2.60,3.0,2.60,0.00,0.00,25.0,18.7,97,82,92
2022-05-28,0.40,1.0,0.40,0.00,0.00,25.4,17.0,98,47,69
2022-05-29,0.00,0.0,0.00,0.00,0.00,28.4,15.1,90,38,62
2022-05-30,0.00,0.0,0.00,0.00,0.00,32.9,16.7,91,41,65
2022-05-31,0.00,0.0,0.00,0.00,0.00,35.3,20.2,90,32,58
2022-06-01,0.00,0.0,0.00,0.00,0.00,34.0,23.5,79,40,58
2022-06-02,3.30,5.0,3.30,0.00,0.00,31.2,21.9,98,52,80
2022-06-03,0.00,0.0,0.00,0.00,0.00,26.0,17.9,96,35,63
2022-06-04,0.00,0.0,0.00,0.00,0.00,29.7,14.3,85,22,50
2022-06-05,0.00,0.0,0.00,0.00,0.00,26.9,15.4,62,32,45
2022-06-06,0.00,0.0,0.00,0.00,0.00,27.8,13.5,89,30,52
2022-06-07,0.40,1.0,0.40,0.00,0.00,27.0,15.9,98,59,81
2022-06-08,1.40,1.0,1.40,0.00,0.00,31.1,19.2,98,50,77
2022-06-09,1.20,3.0,1.20,0.00,0.00,28.2,19.1,95,40,63
2022-06-10,0.00,0.0,0.00,0.00,0.00,27.7,14.5,82,34,55
2022-06-11,0.00,0.0,0.00,0.00,0.00,22.3,18.4,91,53,80
2022-06-12,41.40,2.0,41.40,0.00,0.00,27.3,17.9,95,65,83
2022-06-13,0.00,0.0,0.00,0.00,0.00,33.8,21.7,94,47,74
2022-06-14,0.00,0.0,0.00,0.00,0.00,27.1,21.6,97,70,86
2022-06-15,0.00,0.0,0.00,0.00,0.00,32.6,19.6,97,46,69
2022-06-16,0.00,0.0,0.00,0.00,0.00,30.0,22.4,84,59,71
2022-06-17,0.00,0.0,0.00,0.00,0.00,36.3,20.9,89,26,58
2022-06-18,0.00,0.0,0.00,0.00,0.00,24.8,19.2,57,28,44
2022-06-19,0.00,0.0,0.00,0.00,0.00,25.8,13.4,58,25,37
2022-06-20,0.00,0.0,0.00,0.00,0.00,27.4,12.6,59,21,40
2022-06-21,0.00,0.0,0.00,0.00,0.00,29.5,17.6,69,41,55
2022-06-22,2.60,4.0,2.60,0.00,0.00,31.6,19.5,98,54,76
2022-06-23,6.80,3.0,6.80,0.00,0.00,21.7,18.4,98,80,91
2022-06-24,0.00,0.0,0.00,0.00,0.00,28.0,16.4,100,56,77
2022-06-25,0.00,0.0,0.00,0.00,0.00,31.3,18.5,97,50,72
2022-06-26,0.00,0.0,0.00,0.00,0.00,32.0,21.5,83,49,67
2022-06-27,0.40,1.0,0.40,0.00,0.00,28.1,22.0,91,51,73
2022-06-28,0.00,0.0,0.00,0.00,0.00,27.3,16.2,67,39,50
2022-06-29,0.00,0.0,0.00,0.00,0.00,29.9,16.8,90,48,64
2022-06-30,0.00,0.0,0.00,0.00,0.00,32.5,20.7,97,33,63
2022-07-01,4.00,1.0,4.00,0.00,0.00,32.1,21.9,91,58,75
2022-07-02,5.00,1.0,5.00,0.00,0.00,31.5,22.5,98,59,77
2022-07-03,0.00,0.0,0.00,0.00,0.00,28.7,22.3,97,48,74
2022-07-04,0.00,0.0,0.00,0.00,0.00,31.4,18.7,81,33,57
2022-07-05,0.40,1.0,0.40,0.00,0.00,28.9,20.6,95,70,82
2022-07-06,0.00,0.0,0.00,0.00,0.00,33.5,22.6,91,43,71
2022-07-07,2.50,2.0,2.50,0.00,0.00,26.8,22.0,97,72,87
2022-07-08,0.00,0.0,0.00,0.00,0.00,30.7,20.6,96,59,79
2022-07-09,185.80,6.0,185.80,0.00,0.00,24.0,20.6,99,87,94
2022-07-10,0.00,0.0,0.00,0.00,0.00,26.4,19.9,95,55,77
2022-07-11,0.00,0.0,0.00,0.00,0.00,28.3,17.6,98,41,66
2022-07-12,15.10,1.0,15.10,0.00,0.00,32.6,19.4,95,56,79
2022-07-13,0.00,0.0,0.00,0.00,0.00,30.9,20.3,95,50,74
2022-07-14,0.00,0.0,0.00,0.00,0.00,30.9,20.5,87,44,69
2022-07-15,0.00,0.0,0.00,0.00,0.00,31.2,21.7,89,36,67
2022-07-16,0.00,0.0,0.00,0.00,0.00,30.1,22.0,97,59,83
2022-07-17,0.00,0.0,0.00,0.00,0.00,29.3,21.6,99,71,85
2022-07-18,6.50,1.0,6.50,0.00,0.00,32.4,22.9,96,64,82
2022-07-19,0.00,0.0,0.00,0.00,0.00,32.7,23.1,88,46,70
2022-07-20,0.00,0.0,0.00,0.00,0.00,33.1,22.0,94,51,71
2022-07-21,91.40,1.0,91.40,0.00,0.00,32.7,24.9,87,50,75
2022-07-22,0.00,0.0,0.00,0.00,0.00,33.0,23.7,86,43,66
2022-07-23,0.40,1.0,0.40,0.00,0.00,34.6,23.3,83,37,63
2022-07-24,0.00,0.0,0.00,0.00,0.00,34.6,22.3,86,39,65
2022-07-25,28.10,1.0,28.10,0.00,0.00,32.3,23.8,94,57,78
2022-07-26,0.00,0.0,0.00,0.00,0.00,25.8,22.9,94,73,84
2022-07-27,0.00,0.0,0.00,0.00,0.00,30.5,22.8,93,60,79
2022-07-28,0.00,0.0,0.00,0.00,0.00,32.9,22.4,93,53,77
2022-07-29,49.60,2.0,49.60,0.00,0.00,30.0,21.0,100,66,85
2022-07-30,0.00,0.0,0.00,0.00,0.00,29.9,21.6,95,45,69
2022-07-31,1.80,3.0,1.80,0.00,0.00,29.1,20.7,97,55,79
2022-08-01,0.00,0.0,0.00,0.00,0.00,30.4,21.3,95,53,78
2022-08-02,0.00,0.0,0.00,0.00,0.00,33.1,22.4,95,46,69
2022-08-03,0.00,0.0,0.00,0.00,0.00,33.9,21.5,86,41,62
2022-08-04,2.50,1.0,2.50,0.00,0.00,35.6,22.6,96,46,76
2022-08-05,2.20,2.0,2.20,0.00,0.00,32.6,22.1,96,61,88
2022-08-06,0.00,0.0,0.00,0.00,0.00,31.6,21.8,95,56,80
2022-08-07,0.00,0.0,0.00,0.00,0.00,33.0,23.0,93,56,76
2022-08-08,1.10,1.0,1.10,0.00,0.00,32.6,24.3,100,60,81
2022-08-09,13.30,1.0,13.30,0.00,0.00,35.8,23.9,92,44,70
2022-08-10,3.70,5.0,3.70,0.00,0.00,33.4,22.3,97,50,83
2022-08-11,7.20,1.0,7.20,0.00,0.00,28.2,22.1,96,44,73
2022-08-12,0.00,0.0,0.00,0.00,0.00,29.4,18.3,79,33,58
2022-08-13,0.00,0.0,0.00,0.00,0.00,29.1,15.3,75,25,51
2022-08-14,0.40,1.0,0.40,0.00,0.00,27.9,19.1,95,41,65
2022-08-15,0.40,1.0,0.40,0.00,0.00,24.2,18.5,96,63,85
2022-08-16,0.00,0.0,0.00,0.00,0.00,27.7,18.1,92,39,68
2022-08-17,0.00,0.0,0.00,0.00,0.00,29.0,16.7,91,40,75
2022-08-18,0.00,0.0,0.00,0.00,0.00,29.5,16.5,93,41,68
2022-08-19,0.00,0.0,0.00,0.00,0.00,30.8,18.9,93,49,71
2022-08-20,0.00,0.0,0.00,0.00,0.00,31.0,20.7,94,51,72
2022-08-21,4.30,2.0,4.30,0.00,0.00,26.6,21.6,98,77,89
2022-08-22,0.00,0.0,0.00,0.00,0.00,29.0,22.6,97,65,86
2022-08-23,0.00,0.0,0.00,0.00,0.00,30.1,20.0,88,46,69
2022-08-24,0.00,0.0,0.00,0.00,0.00,31.9,19.1,82,37,62
2022-08-25,0.00,0.0,0.00,0.00,0.00,31.8,19.6,87,49,74
2022-08-26,0.00,0.0,0.00,0.00,0.00,32.3,22.4,94,42,67
2022-08-27,0.00,0.0,0.00,0.00,0.00,31.7,22.3,85,49,70
2022-08-28,0.00,0.0,0.00,0.00,0.00,31.5,21.4,95,55,77
2022-08-29,0.00,0.0,0.00,0.00,0.00,33.1,22.9,97,47,76
2022-08-30,0.00,0.0,0.00,0.00,0.00,33.3,22.3,95,47,80
2022-08-31,0.00,0.0,0.00,0.00,0.00,28.9,19.6,93,37,63
2022-09-01,0.00,0.0,0.00,0.00,0.00,30.9,17.7,80,34,56
2022-09-02,0.00,0.0,0.00,0.00,0.00,30.1,18.8,79,40,63
2022-09-03,0.00,0.0,0.00,0.00,0.00,30.3,20.5,93,52,72
2022-09-04,0.00,0.0,0.00,0.00,0.00,31.4,20.8,92,49,72
2022-09-05,13.70,1.0,13.70,0.00,0.00,29.5,22.3,90,55,78
2022-09-06,18.90,9.0,18.90,0.00,0.00,27.9,21.7,97,62,86
2022-09-07,14.70,3.0,14.70,0.00,0.00,22.8,20.6,96,87,92
2022-09-08,0.00,0.0,0.00,0.00,0.00,25.6,19.7,94,52,79
2022-09-09,0.00,0.0,0.00,0.00,0.00,28.3,16.9,96,37,70
2022-09-10,0.00,0.0,0.00,0.00,0.00,27.0,16.2,96,59,80
2022-09-11,4.40,4.0,4.40,0.00,0.00,26.8,21.1,99,83,92
2022-09-12,0.00,0.0,0.00,0.00,0.00,27.9,22.3,97,75,90
2022-09-13,0.00,0.0,0.00,0.00,0.00,27.5,19.3,95,36,65
2022-09-14,0.00,0.0,0.00,0.00,0.00,26.3,14.6,82,45,64
2022-09-15,0.00,0.0,0.00,0.00,0.00,27.2,16.8,83,46,67
2022-09-16,0.00,0.0,0.00,0.00,0.00,26.9,13.2,91,36,68
2022-09-17,0.00,0.0,0.00,0.00,0.00,27.5,15.3,97,42,71
2022-09-18,0.00,0.0,0.00,0.00,0.00,28.9,16.3,95,45,70
2022-09-19,0.00,0.0,0.00,0.00,0.00,30.2,18.6,88,44,67
2022-09-20,0.00,0.0,0.00,0.00,0.00,29.0,18.7,85,40,62
2022-09-21,0.00,0.0,0.00,0.00,0.00,29.5,16.5,90,41,66
2022-09-22,0.00,0.0,0.00,0.00,0.00,26.4,15.8,87,37,65
2022-09-23,0.00,0.0,0.00,0.00,0.00,19.9,11.3,65,32,50
2022-09-24,0.00,0.0,0.00,0.00,0.00,21.1,9.5,82,37,62
2022-09-25,0.00,0.0,0.00,0.00,0.00,25.8,14.3,89,54,74
2022-09-26,0.00,0.0,0.00,0.00,0.00,25.1,14.2,92,37,61
2022-09-27,0.00,0.0,0.00,0.00,0.00,21.7,13.3,59,33,45
2022-09-28,0.00,0.0,0.00,0.00,0.00,20.2,9.1,83,50,66
2022-09-29,0.00,0.0,0.00,0.00,0.00,20.1,11.3,81,47,67
2022-09-30,7.90,3.0,7.90,0.00,0.00,16.2,11.3,91,74,80
2022-10-01,14.50,9.0,14.50,0.00,0.00,16.1,12.3,96,91,94
2022-10-02,4.70,6.0,4.70,0.00,0.00,15.7,11.2,97,88,93
2022-10-03,8.70,10.0,8.70,0.00,0.00,12.5,8.4,93,66,85
2022-10-04,0.80,2.0,0.80,0.00,0.00,11.2,8.2,93,83,89
2022-10-05,0.00,0.0,0.00,0.00,0.00,18.0,9.8,96,73,88
2022-10-06,0.00,0.0,0.00,0.00,0.00,24.2,11.2,88,41,69
2022-10-07,0.00,0.0,0.00,0.00,0.00,26.6,10.3,88,31,62
2022-10-08,0.00,0.0,0.00,0.00,0.00,14.1,6.1,79,49,65
2022-10-09,0.00,0.0,0.00,0.00,0.00,18.0,3.4,90,33,63
2022-10-10,0.00,0.0,0.00,0.00,0.00,20.8,4.8,82,32,60
2022-10-11,0.00,0.0,0.00,0.00,0.00,23.0,6.8,91,31,62
2022-10-12,0.00,0.0,0.00,0.00,0.00,21.8,8.3,95,55,75
2022-10-13,14.00,5.0,14.00,0.00,0.00,20.7,13.3,97,82,90
2022-10-14,0.70,1.0,0.70,0.00,0.00,19.8,10.5,95,34,70
2022-10-15,0.00,0.0,0.00,0.00,0.00,24.4,7.1,94,33,65
2022-10-16,0.00,0.0,0.00,0.00,0.00,21.6,10.7,86,35,66
2022-10-17,0.00,0.0,0.00,0.00,0.00,21.4,10.6,92,48,74
2022-10-18,0.00,0.0,0.00,0.00,0.00,12.5,4.2,72,40,49
2022-10-19,0.00,0.0,0.00,0.00,0.00,13.3,1.8,90,37,58
2022-10-20,0.00,0.0,0.00,0.00,0.00,16.5,2.1,93,25,57
2022-10-21,0.00,0.0,0.00,0.00,0.00,19.4,2.9,91,22,58
2022-10-22,0.00,0.0,0.00,0.00,0.00,21.6,4.6,94,34,66
2022-10-23,0.80,2.0,0.80,0.00,0.00,18.5,7.2,94,70,82
2022-10-24,0.40,1.0,0.40,0.00,0.00,17.6,13.1,96,82,90
2022-10-25,0.00,0.0,0.00,0.00,0.00,17.3,14.7,99,89,94
2022-10-26,0.00,0.0,0.00,0.00,0.00,18.7,14.1,98,65,86
2022-10-27,0.00,0.0,0.00,0.00,0.00,18.6,9.3,76,36,57
2022-10-28,0.00,0.0,0.00,0.00,0.00,14.8,6.0,80,63,70
2022-10-29,0.00,0.0,0.00,0.00,0.00,17.1,6.2,88,35,67
2022-10-30,0.00,0.0,0.00,0.00,0.00,17.1,3.4,97,56,78
2022-10-31,1.90,3.0,1.90,0.00,0.00,18.7,9.9,97,75,90
2022-11-01,2.20,1.0,2.20,0.00,0.00,22.9,14.1,99,51,78
2022-11-02,0.00,0.0,0.00,0.00,0.00,20.5,12.6,89,53,72
2022-11-03,0.00,0.0,0.00,0.00,0.00,20.8,9.8,94,45,75
2022-11-04,0.00,0.0,0.00,0.00,0.00,22.8,11.0,100,56,83
2022-11-05,0.00,0.0,0.00,0.00,0.00,26.4,16.3,94,53,77
2022-11-06,0.00,0.0,0.00,0.00,0.00,25.1,18.8,95,57,81
2022-11-07,0.00,0.0,0.00,0.00,0.00,26.1,17.0,94,26,56
2022-11-08,0.00,0.0,0.00,0.00,0.00,15.9,8.8,57,25,43
2022-11-09,0.00,0.0,0.00,0.00,0.00,15.4,4.3,78,45,59
2022-11-10,0.00,0.0,0.00,0.00,0.00,20.3,6.6,93,59,77
2022-11-11,12.50,7.0,12.50,0.00,0.00,22.2,15.0,95,82,90
2022-11-12,0.00,0.0,0.00,0.00,0.00,22.3,13.2,93,47,68
2022-11-13,1.10,1.0,1.10,0.00,0.00,11.5,4.8,68,41,54
2022-11-14,0.00,0.0,0.00,0.00,0.00,9.6,1.2,73,37,53
2022-11-15,13.80,5.0,13.80,0.00,0.00,5.8,0.0,94,75,86
2022-11-16,0.00,0.0,0.00,0.00,0.00,10.0,3.5,95,50,73
2022-11-17,0.00,0.0,0.00,0.00,0.00,6.1,0.9,70,43,53
2022-11-18,0.00,0.0,0.00,0.00,0.00,8.3,-0.5,70,35,54
2022-11-19,0.00,0.0,0.00,0.00,0.00,8.0,-0.9,73,32,52
2022-11-20,0.00,0.0,0.00,0.00,0.00,3.6,-1.5,62,23,35
2022-11-21,0.00,0.0,0.00,0.00,0.00,8.5,-5.3,78,31,47
2022-11-22,0.00,0.0,0.00,0.00,0.00,14.0,-2.1,75,19,44
2022-11-23,0.00,0.0,0.00,0.00,0.00,16.3,-1.0,76,24,49
2022-11-24,0.00,0.0,0.00,0.00,0.00,15.8,0.4,84,32,59
2022-11-25,0.00,0.0,0.00,0.00,0.00,15.8,5.3,95,43,69
2022-11-26,0.00,0.0,0.00,0.00,0.00,15.7,2.6,77,30,53
