model,model_request,test_year,train_start,train_end,test_start,test_end,n_train,n_test,test_mae,test_rmse,test_poisson_deviance,bias_mean,bias_median,underprediction_rate,overprediction_rate,top25_actual_threshold,top25_mae,top25_rmse,top25_sum_actual,top25_sum_predicted,top25_total_count_ratio,peak_capture_ratio,top25_bias_mean,top25_underprediction_rate,high_demand_recall,false_alarm_rate,underpredicting,sum_actual,sum_predicted,total_count_ratio
lgbm_poisson,lgbm_poisson,2011,2010-01-24,2010-12-31,2011-01-01,2011-12-31,342,365,0.07936631443077477,0.24200026645178754,0.3737792938613789,-0.011182676052199051,-0.009950214205206894,0.030136986301369864,0.9698630136986301,0.0,0.07936631443077477,0.24200026645178754,14.0,18.081676759052655,1.2915483399323324,1.2915483399323324,-0.011182676052199051,0.030136986301369864,1.0,,False,14.0,18.081676759052655,1.2915483399323324
lgbm_poisson,lgbm_poisson,2012,2010-01-24,2011-12-31,2012-01-01,2012-12-31,707,366,0.7970859955284342,1.931577505441487,8.877171974197472,0.7919749641883348,-0.0007029716688768787,0.34972677595628415,0.6502732240437158,1.0,2.271860590845068,3.266219843992903,292.0,1.2018443718312706,0.004115905382983803,0.004115905382983803,2.271860590845068,1.0,0.0,0.0,True,292.0,2.137163107069467,0.0073190517365392714
lgbm_poisson,lgbm_poisson,2013,2010-01-24,2012-12-31,2013-01-01,2013-12-31,1073,365,1.2479750608647866,2.3133470909444838,8.609197038144623,1.15131114166502,-0.0014434140163838301,0.4904109589041096,0.5095890410958904,2.0,3.358058306850269,4.079077279221713,395.0,12.181353019069302,0.030838868402707095,0.030838868402707095,3.358058306850269,1.0,0.0,0.0,True,462.0,41.771433292267716,0.09041435777547124
lgbm_poisson,lgbm_poisson,2014,2010-01-24,2013-12-31,2014-01-01,2014-12-31,1438,365,6.133333303794059,10.785208310269836,39.291349019866026,6.079817478569202,2.8116086852567395,0.810958904109589,0.18904109589041096,8.0,17.970405983620008,20.811971463589632,1720.0,48.75224352333962,0.028344327629848617,0.028344327629848617,17.970405983620008,1.0,0.0,0.0,True,2332.0,112.8666203222409,0.048399065318285125
lgbm_poisson,lgbm_poisson,2015,2010-01-24,2014-12-31,2015-01-01,2015-12-31,1803,365,8.305046017805388,18.66583337215319,35.16090560064692,7.885048852924164,2.761616041595591,0.8301369863013699,0.16986301369863013,8.0,24.636145497170464,35.685136395558416,2725.0,331.5779448761485,0.12167997977106366,0.12167997977106366,24.42267403187604,0.9795918367346939,0.14285714285714285,0.011235955056179775,True,3494.0,615.9571686826805,0.17628997386453363
lgbm_poisson,lgbm_poisson,2016,2010-01-24,2015-12-31,2016-01-01,2016-12-31,2168,366,4.906693824281503,8.345158123997402,16.34819126249997,4.586709508075878,1.968587638250276,0.7896174863387978,0.2103825136612022,8.0,13.294714727695606,15.469894874512734,1524.0,181.23381250274397,0.11891982447686612,0.11891982447686612,13.294714727695606,1.0,0.009900990099009901,0.0,True,2207.0,528.2643200442286,0.23935855008800572
lgbm_poisson,lgbm_poisson,2017,2010-01-24,2016-12-31,2017-01-01,2017-12-31,2534,365,3.4674926518575866,5.82652892037328,9.083965078481734,2.8393998017808912,1.4087440549727082,0.7178082191780822,0.2821917808219178,5.0,8.011749299401147,9.959875481809823,1162.0,221.39600101128926,0.19053012135222827,0.19053012135222827,7.9712203304128035,0.9830508474576272,0.06779661016949153,0.016194331983805668,True,1566.0,529.6190723499747,0.33819864134736566
lgbm_poisson,lgbm_poisson,2018,2010-01-24,2017-12-31,2018-01-01,2018-12-31,2899,365,4.1062070993928925,6.041800418901635,8.733461684704384,3.4113895352504064,2.127102721353972,0.7890410958904109,0.21095890410958903,8.0,9.125326759346756,10.49091688879114,1255.0,326.82129854265685,0.26041537732482617,0.26041537732482617,8.924795206320606,0.9711538461538461,0.0673076923076923,0.019157088122605363,True,2034.0,788.8428196336017,0.38782832823677565
lgbm_poisson,lgbm_poisson,2019,2010-01-24,2018-12-31,2019-01-01,2019-12-31,3264,365,5.121153659963713,8.911241387773833,8.684713225304298,1.2649633541396519,0.4101359759038945,0.5671232876712329,0.4328767123287671,9.0,13.081497807217104,15.7767421558153,1569.0,941.935028601245,0.6003409997458541,0.6003409997458541,6.815923602160381,0.8043478260869565,0.25,0.04395604395604396,True,2263.0,1801.2883757390273,0.7959736525581208
lgbm_poisson,lgbm_poisson,2020,2010-01-24,2019-12-31,2020-01-01,2020-12-31,3629,366,2.271931395219244,3.0835060746587777,3.1016599347222225,-1.4057516988239729,-1.3135217527740806,0.23224043715846995,0.76775956284153,2.0,2.2638897178334827,3.073445646849613,545.0,559.4599646472095,1.0265320452242377,1.0265320452242377,-0.10041642116117776,0.5138888888888888,0.7430555555555556,0.5315315315315315,False,651.0,1165.505121769574,1.7903304481867497
lgbm_poisson,lgbm_poisson,2021,2010-01-24,2020-12-31,2021-01-01,2021-12-31,3995,365,2.846823145903275,5.9740337511468855,4.166849991123677,-2.2604615839063444,-1.3100025521570646,0.2054794520547945,0.7945205479452054,2.0,3.5362474653935463,7.30884033038323,417.0,666.792945178569,1.5990238493490863,1.5990238493490863,-1.9363794199889073,0.4728682170542636,0.6124031007751938,0.423728813559322,False,519.0,1344.0684781258155,2.5897273181614944
lgbm_poisson,lgbm_poisson,2022,2010-01-24,2021-12-31,2022-01-01,2022-12-31,4360,365,1.9735717357317324,2.8273136682776108,2.7820634197424594,-1.1601610375395612,-1.1663595426256905,0.2493150684931507,0.7506849315068493,2.0,1.786901165672001,2.6200843398591545,490.0,460.7351558915326,0.9402758283500665,0.9402758283500665,0.19908057216644495,0.54421768707483,0.6938775510204082,0.46788990825688076,False,588.0,1011.45877870194,1.7201679909896939
lgbm_poisson,lgbm_poisson,2023,2010-01-24,2022-12-31,2023-01-01,2023-12-31,4725,365,1.5727694882713807,2.1140602025781035,2.1630965340372295,-0.8297080709239549,-0.8787710903208861,0.273972602739726,0.726027397260274,2.0,1.8142981306565316,2.501990971782774,435.0,425.6353776052706,0.9784721324259095,0.9784721324259095,0.0668901599623529,0.5928571428571429,0.5857142857142857,0.25333333333333335,False,525.0,827.8434458872435,1.5768446588328449
lgbm_poisson,lgbm_poisson,2024,2010-01-24,2023-12-31,2024-01-01,2024-12-31,5090,366,2.228498780867935,3.538657282250483,2.8847805338737826,-1.4679086725687194,-0.927977369476533,0.23224043715846995,0.76775956284153,2.0,3.1883006050869778,4.726888215095671,502.0,663.6302692705265,1.321972647949256,1.321972647949256,-1.1884578622832827,0.49264705882352944,0.7132352941176471,0.3347826086956522,False,613.0,1150.2545741601512,1.876434868124227
lgbm_poisson_weighted_top25_w2,lgbm_poisson_weighted_top25_w2,2011,2010-01-24,2010-12-31,2011-01-01,2011-12-31,342,365,0.07953141292002015,0.2420448085146011,0.37407065552267127,-0.011379048274225794,-0.00995021422193264,0.030136986301369864,0.9698630136986301,0.0,0.07953141292002015,0.2420448085146011,14.0,18.153352620092413,1.2966680442923153,1.2966680442923153,-0.011379048274225794,0.030136986301369864,1.0,,False,14.0,18.153352620092413,1.2966680442923153
lgbm_poisson_weighted_top25_w2,lgbm_poisson_weighted_top25_w2,2012,2010-01-24,2011-12-31,2012-01-01,2012-12-31,707,366,0.7970837528180044,1.931577551787863,8.877118195556108,0.7919775721012049,-0.0007029716691686219,0.34972677595628415,0.6502732240437158,1.0,2.2718611129704325,3.26621993330804,292.0,1.2017775397846822,0.004115676506111925,0.004115676506111925,2.2718611129704325,1.0,0.0,0.0,True,292.0,2.136208610958975,0.007315782914243065
lgbm_poisson_weighted_top25_w2,lgbm_poisson_weighted_top25_w2,2013,2010-01-24,2012-12-31,2013-01-01,2013-12-31,1073,365,1.248012313502624,2.3133505784968302,8.609222505494365,1.151298408008646,-0.0014434140161220849,0.4904109589041096,0.5095890410958904,2.0,3.3580583068498777,4.079077279221391,395.0,12.181353019113864,0.030838868402819908,0.030838868402819908,3.3580583068498777,1.0,0.0,0.0,True,462.0,41.776081076844214,0.09042441791524722
lgbm_poisson_weighted_top25_w2,lgbm_poisson_weighted_top25_w2,2014,2010-01-24,2013-12-31,2014-01-01,2014-12-31,1438,365,6.133347434599755,10.785218155356453,39.291786142695784,6.0798316093748985,2.8116086852567395,0.810958904109589,0.18904109589041096,8.0,17.97046144323376,20.81199148730958,1720.0,48.747085779260736,0.02834132894143066,0.02834132894143066,17.97046144323376,1.0,0.0,0.0,True,2332.0,112.86146257816202,0.048396853592693835
