model,stem,device,target_scale,horizon_h,cv_mae,cv_rmse,cv_poisson_deviance,val_mae,val_rmse,val_poisson_deviance,test_mae,test_rmse,test_poisson_deviance,bias_mean,bias_median,underprediction_rate,overprediction_rate,top25_actual_threshold,top25_mae,top25_sum_actual,top25_sum_predicted,top25_total_count_ratio,top25_bias_mean,top25_underprediction_rate,underpredicting,sum_actual,sum_predicted,total_count_ratio,base_model,base_stem,calibration_factor,calibration_split,calibration_metrics_path,train_metrics_path,test_metrics_path,comparison_metrics_path,predictions_path,residuals_path,winner
xgb,ward3_xgb_20091231_20251231_20260513_6b255d63,cuda,raw_counts,,3.5705507925915017,6.7033338071897175,13.84349491107022,1.260665548567114,1.7572700602272762,1.072466326330192,0.9334555042201075,1.3177871272709476,1.4293732176989176,0.1875078349277891,-0.104775071144104,0.46551724137931033,0.5344827586206896,2.0,1.771335103932549,50.0,19.887303233146667,0.39774606466293333,1.771335103932549,1.0,True,75.0,64.12454557418823,0.8549939409891765,,,,,,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_20091231_20251231_20260513_6b255d63/train_metrics.json,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_20091231_20251231_20260513_6b255d63/test_metrics.json,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_20091231_20251231_20260513_6b255d63/comparison_metrics.json,results/ward3_xgb_20091231_20251231_20260513_6b255d63/test_predictions.csv,results/ward3_xgb_20091231_20251231_20260513_6b255d63/residuals.png,True
xgb_calibrated,ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d,cuda,raw_counts,,3.5705507925915017,6.7033338071897175,13.84349491107022,1.9709232962036511,2.832239257797263,2.2074465627222764,1.1791715323526757,1.4523815300129457,1.5399641358102103,-0.4747385678137532,-0.7481343111129575,0.25862068965517243,0.7413793103448276,2.0,1.3139731991051529,50.0,31.79970128119793,0.6359940256239586,1.070605806988357,0.7647058823529411,False,75.0,102.5348369331977,1.3671311591093025,xgb,ward3_xgb_20091231_20251231_20260513_6b255d63,1.598995143202552,val,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d/calibration_metrics.json,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d/train_metrics.json,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d/test_metrics.json,/data/rpan/course/spring-2026-dc-311/results/ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d/comparison_metrics.json,results/ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d/test_predictions.csv,results/ward3_xgb_calibrated_20091231_20251231_20260513_52a8cb0d/residuals.png,False
